gene,mean_DFU,mean_Control,log2FC,t,df,P_value,adj_P_value,status_standard,status_relaxed,status_strict
SHC2,1.2650767737584834,2.9102177250744425,-1.6451409513159592,-6.435479741116482,43.614835533211945,8.007346052885111e-08,1.2844991724835702e-06,Down,Down,Down
MT1X,5.843922323073552,7.900619808107879,-2.056697485034327,-6.432408097261063,43.614835533211945,8.09076838859113e-08,1.2930021210489057e-06,Down,Down,Down
ECHDC2,3.0472549212067106,4.720913048674999,-1.673658127468288,-6.428254766890887,43.614835533211945,8.204952894885764e-08,1.3088646409573079e-06,Down,Down,Down
LCE5A,0.38846231738866616,3.33708478586793,-2.9486224684792637,-6.426999239912751,43.614835533211945,8.239786586372588e-08,1.3102493558105938e-06,Down,Down,Down
ARHGAP11A,2.14110289248524,0.9754071026045775,1.1656957898806626,6.4242228920264,43.614835533211945,8.317340638441806e-08,1.3192916064931386e-06,Up,Up,ns
SPC24,2.0784504764463825,0.6898958434355099,1.3885546330108727,6.421011847137508,43.614835533211945,8.40794887047025e-08,1.3287059720583283e-06,Up,Up,ns
SEMA3B,1.6440136453174115,3.357210490893806,-1.7131968455763944,-6.421071376887126,43.614835533211945,8.406260110227493e-08,1.3287059720583283e-06,Down,Down,Down
ADAP2,4.5238730108354845,3.1227761341427307,1.4010968766927538,6.415534314256134,43.614835533211945,8.564797426835469e-08,1.3484797726473176e-06,Up,Up,ns
MLANA,0.3926774089445875,1.9058683954087445,-1.513190986464157,-6.409820545540637,43.614835533211945,8.731531320194108e-08,1.3700575814067653e-06,Down,Down,Down
AXIN2,1.6709573110832492,2.7588035995334166,-1.0878462884501674,-6.4092310065521,43.614835533211945,8.748918478573842e-08,1.3706997218335651e-06,Down,Down,ns
NOXA1,1.1618757327621463,2.3651161943748455,-1.2032404616126993,-6.4087091043131705,43.614835533211945,8.764339742839411e-08,1.3714309784101965e-06,Down,Down,ns
PLK1,3.1369381090964152,1.539097320790937,1.5978407883054782,6.395427117295155,43.614835533211945,9.166084447009837e-08,1.4244111674356365e-06,Up,Up,Up
KIF20A,2.5031822412873694,0.6892823821531112,1.813899859134258,6.395302714605322,43.614835533211945,9.169933101738081e-08,1.4244111674356365e-06,Up,Up,Up
SLIT3,2.889610812828781,4.787421140266319,-1.8978103274375377,-6.392505921213056,43.614835533211945,9.256885724617803e-08,1.4344236165984306e-06,Down,Down,Down
IRX5,1.7439863797979975,2.955944973096975,-1.2119585932989776,-6.3900894712805325,43.614835533211945,9.33267738645327e-08,1.4444130425902737e-06,Down,Down,ns
POC1A,1.9713725619080897,0.9371432207809315,1.0342293411271584,6.388485660280535,43.614835533211945,9.383323185119252e-08,1.4504911585433433e-06,Up,Up,ns
PTPRF,3.7367554773979843,5.6421123104648805,-1.9053568330668962,-6.382822773041871,43.614835533211945,9.564357572600102e-08,1.469736183990335e-06,Down,Down,Down
UBA7,2.7170588566822635,3.7668047704617127,-1.0497459137794491,-6.382789123505413,43.614835533211945,9.565443681580632e-08,1.469736183990335e-06,Down,Down,ns
KRT7,0.8428515333663447,3.5561720670374624,-2.7133205336711175,-6.37029175986863,43.614835533211945,9.977473602873488e-08,1.5293596256904518e-06,Down,Down,Down
COL9A2,0.7891549329754818,1.807923384057142,-1.0187684510816601,-6.368951445440613,43.614835533211945,1.0022703822443191e-07,1.532608415439065e-06,Down,Down,ns
UBE2T,2.7521804959566114,1.2435819978660374,1.508598498090574,6.36768785325088,43.614835533211945,1.0065532740632932e-07,1.535475347383873e-06,Up,Up,Up
GABRP,0.5662944647387744,2.34396725662284,-1.7776727918840656,-6.36802667166256,43.614835533211945,1.0054030719075513e-07,1.535475347383873e-06,Down,Down,Down
ISM1,1.156811514600461,2.7954452535253784,-1.6386337389249175,-6.3668647148238025,43.614835533211945,1.0093531122024046e-07,1.537906838699793e-06,Down,Down,Down
UHRF1,2.881900071547625,0.9627677428930108,1.9191323286546143,6.358613846839467,43.614835533211945,1.0378517623088612e-07,1.5775594189183441e-06,Up,Up,Up
RHOG,5.856637144638978,4.769403493309164,1.0872336513298144,6.357112103515053,43.614835533211945,1.0431247288167356e-07,1.580226086048375e-06,Up,Up,ns
STAC2,0.3109466632926593,2.62773085342024,-2.3167841901275805,-6.354315790119983,43.614835533211945,1.0530147354081976e-07,1.5930126833524013e-06,Down,Down,Down
CXCL14,5.001640662391037,8.776888873900647,-3.77524821150961,-6.352307349810111,43.614835533211945,1.0601760114248293e-07,1.598158944881897e-06,Down,Down,Down
TSC22D3,4.257594106779555,5.54388954679967,-1.2862954400201145,-6.352880995713671,43.614835533211945,1.05812566930652e-07,1.598158944881897e-06,Down,Down,ns
SLAMF9,1.5598729637918098,0.2533456895106587,1.3065272742811511,6.349883787602861,43.614835533211945,1.0688823270932346e-07,1.6093809111475823e-06,Up,Up,ns
LTBP3,3.7653486613022293,4.9296050167977254,-1.164256355495496,-6.344345345529643,43.614835533211945,1.0890477963876322e-07,1.632036022013099e-06,Down,Down,ns
DYSF,3.9199147395238927,2.434673161802095,1.4852415777217978,6.344645554095753,43.614835533211945,1.0879450473844088e-07,1.632036022013099e-06,Up,Up,ns
CCNA2,2.574099071071383,1.0793209867637643,1.4947780843076186,6.340838348312095,43.614835533211945,1.1020130696870467e-07,1.6456642479764528e-06,Up,Up,ns
RBMS3,1.3349967668215639,2.3513615838180018,-1.0163648169964379,-6.338656789060391,43.614835533211945,1.1101560004611599e-07,1.6539508731169593e-06,Down,Down,ns
CDCA5,2.4236727260947064,0.9321066048058109,1.4915661212888955,6.336530513942512,43.614835533211945,1.1181504788737584e-07,1.663917509577251e-06,Up,Up,ns
LY6G5B,1.1766982947632996,2.491263448174856,-1.3145651534115563,-6.329314692579769,43.614835533211945,1.1457125936864543e-07,1.695043237503869e-06,Down,Down,ns
PTGIS,1.5702802552350017,3.375544815870536,-1.8052645606355344,-6.328213649972342,43.614835533211945,1.1499775554035807e-07,1.6974147875071603e-06,Down,Down,Down
LAMB4,0.8040703005032057,2.904756928972755,-2.1006866284695493,-6.327650667331724,43.614835533211945,1.1521644371903506e-07,1.6986766552009874e-06,Down,Down,Down
CDCA2,1.5092394081621372,0.42452183204621624,1.084717576115921,6.326009044345605,43.614835533211945,1.1585650216971999e-07,1.7061408454624007e-06,Up,Up,ns
TXNDC5,6.19339678582631,5.083256802182833,1.110139983643477,6.324342638716999,43.614835533211945,1.1650986020406151e-07,1.7118090405327147e-06,Up,Up,ns
GTSE1,2.0915231920403,0.8122527845855342,1.2792704074547658,6.318399702814947,43.614835533211945,1.1887008977140567e-07,1.7344968591015292e-06,Up,Up,ns
IL17RE,2.0848153964563507,3.3258512920608574,-1.2410358956045067,-6.316809187433697,43.614835533211945,1.1950983136443938e-07,1.741838719303652e-06,Down,Down,ns
ARHGEF37,2.12641459439391,3.589967886259499,-1.4635532918655887,-6.305933908887899,43.614835533211945,1.239773363970187e-07,1.7966851943990675e-06,Down,Down,ns
ANLN,2.977388500992401,1.3817074833772265,1.5956810176151743,6.304571060360615,43.614835533211945,1.2454883524526394e-07,1.8029186105367208e-06,Up,Up,Up
ATP6V1B1,0.6139679624706365,2.6071984316465078,-1.9932304691758713,-6.299892622356563,43.614835533211945,1.2653081404856437e-07,1.829532280681793e-06,Down,Down,Down
ASPM,1.5832688567641562,0.5224477221226953,1.0608211346414609,6.299532539274865,43.614835533211945,1.2668466076171114e-07,1.8296823088268429e-06,Up,Up,ns
TOR4A,2.5665410149849968,1.5109055144606518,1.055635500524345,6.294399934037,43.614835533211945,1.2889802425419816e-07,1.8595435557848295e-06,Up,Up,ns
CDCA8,2.2365140036555444,0.9135064119242111,1.3230075917313333,6.279667405848131,43.614835533211945,1.3546831967303774e-07,1.936802108509249e-06,Up,Up,ns
ZNF219,3.090537064160349,4.185124458279191,-1.0945873941188418,-6.278503873478111,43.614835533211945,1.3600127002355578e-07,1.942244341109078e-06,Down,Down,ns
CHEK1,1.8587787659859882,0.5204840918992091,1.3382946740867792,6.275266926696497,43.614835533211945,1.3749499006010524e-07,1.961379874984924e-06,Up,Up,ns
FCGBP,0.8660894371215544,2.9709348861910145,-2.10484544906946,-6.2676974664032885,43.614835533211945,1.410523187139745e-07,2.0031628291306424e-06,Down,Down,Down
GARNL3,1.286902412303964,2.3076954424424416,-1.0207930301384776,-6.265430090291142,43.614835533211945,1.4213568988452607e-07,2.0118273619282587e-06,Down,Down,ns
SERPINE1,5.516924604669448,2.657516930468052,2.859407674201396,6.265659891659261,43.614835533211945,1.4202551090747306e-07,2.0118273619282587e-06,Up,Up,Up
TGFB1,5.449485636695533,4.335590634507628,1.1138950021879053,6.260421886728931,43.614835533211945,1.4455821784054024e-07,2.0393262744694798e-06,Up,Up,ns
CES1,2.2678422734793466,4.0934996195616895,-1.8256573460823429,-6.251027891788511,43.614835533211945,1.4921406399359682e-07,2.0980451577842783e-06,Down,Down,Down
CSAD,2.7481584424900865,4.078222444193814,-1.330064001703728,-6.246961568761102,43.614835533211945,1.5127561225902753e-07,2.12468929861165e-06,Down,Down,ns
KRT15,1.359326571276971,5.2134991237015,-3.8541725524245294,-6.238651398950698,43.614835533211945,1.5557766874785273e-07,2.1803099005949077e-06,Down,Down,Down
PCOLCE2,1.7837345363779706,3.913572882586105,-2.1298383462081345,-6.236818883905652,43.614835533211945,1.565426697158756e-07,2.187880081307303e-06,Down,Down,Down
RUNX2,2.8689393131071426,1.1998762024768241,1.6690631106303184,6.236906075929477,43.614835533211945,1.564966192191264e-07,2.187880081307303e-06,Up,Up,Up
CENPN,2.631596519264275,1.4829545852357024,1.1486419340285727,6.236648837023199,43.614835533211945,1.566325189550355e-07,2.187880081307303e-06,Up,Up,ns
CENPF,2.6136876212645483,1.138486288678245,1.4752013325863034,6.230366720344292,43.614835533211945,1.5998823155172204e-07,2.2274344071824357e-06,Up,Up,ns
LRIG1,2.87599656689883,3.9595558041591787,-1.0835592372603489,-6.2283371233507525,43.614835533211945,1.61087661432191e-07,2.237855061268771e-06,Down,Down,ns
LRP4,1.6408135223210496,3.2918313546905953,-1.6510178323695457,-6.222043155191152,43.614835533211945,1.645453360232807e-07,2.2759725274456603e-06,Down,Down,Down
CP,0.8849228902345847,2.5332734950626903,-1.6483506048281056,-6.214914378873616,43.614835533211945,1.6855127804582537e-07,2.3188073882615005e-06,Down,Down,Down
BUB1,2.0748707285179533,0.7769483965695452,1.2979223319484081,6.208872380694941,43.614835533211945,1.7202272073468805e-07,2.3614701372760783e-06,Up,Up,ns
TIMP3,4.877261160904107,6.3448577357127975,-1.4675965748086908,-6.204892884204072,43.614835533211945,1.7434807908500716e-07,2.385687824647099e-06,Down,Down,ns
HMGB3,3.3369626526313945,2.1078628142434552,1.2290998383879392,6.198468631416198,43.614835533211945,1.7816845110374402e-07,2.4172151669426038e-06,Up,Up,ns
CDK1,2.8744758064109814,1.5563354898516206,1.3181403165593608,6.198475334083066,43.614835533211945,1.7816442188234305e-07,2.4172151669426038e-06,Up,Up,ns
ESPN,0.8149058439159312,2.8522145986775715,-2.03730875476164,-6.199381884280305,43.614835533211945,1.7762030046775124e-07,2.4172151669426038e-06,Down,Down,Down
PODNL1,3.008251953698787,1.6545379989748858,1.3537139547239012,6.198566405922054,43.614835533211945,1.7810968433451535e-07,2.4172151669426038e-06,Up,Up,ns
TPRG1,1.9243799236396475,3.613288312418446,-1.6889083887787986,-6.199570082770597,43.614835533211945,1.775075499921286e-07,2.4172151669426038e-06,Down,Down,Down
TPX2,3.3385293886053566,1.6419677135024373,1.6965616751029193,6.186203333436853,43.614835533211945,1.856961833190951e-07,2.5013854338695516e-06,Up,Up,Up
JMJD7-PLA2G4B,1.5889377881144267,2.7705294521685118,-1.1815916640540851,-6.186124672790336,43.614835533211945,1.8574547211436254e-07,2.5013854338695516e-06,Down,Down,ns
CTSB,8.84787790365728,6.993610903588476,1.8542670000688029,6.183235872931492,43.614835533211945,1.8756467579095215e-07,2.52321973666879e-06,Up,Up,Up
FAM13A,2.045513427748976,3.142318434898199,-1.0968050071492232,-6.177013962955146,43.614835533211945,1.9154356389883276e-07,2.568617319034505e-06,Down,Down,ns
FCER1A,1.5959111621675721,3.746762184290782,-2.15085102212321,-6.1757102316467645,43.614835533211945,1.923879209275725e-07,2.571906625371271e-06,Down,Down,Down
RHPN2,0.3974640447556826,1.5325484999711951,-1.1350844552155126,-6.176296449643816,43.614835533211945,1.9200779988182148e-07,2.571906625371271e-06,Down,Down,ns
CNTNAP3B,1.3159885800142688,2.5145309213064655,-1.1985423412921967,-6.175312476385067,43.614835533211945,1.9264626538451068e-07,2.571906625371271e-06,Down,Down,ns
SEZ6L2,2.3981275916513076,0.8017304735770047,1.5963971180743028,6.166313012671675,43.614835533211945,1.9858498911951017e-07,2.6353323269938743e-06,Up,Up,Up
XPNPEP2,0.8516921033062979,2.136563079564121,-1.284870976257823,-6.160645734934593,43.614835533211945,2.0241829545852852e-07,2.6722986770006357e-06,Down,Down,ns
NPIPB11,2.273916734720142,3.3593439608981344,-1.0854272261779925,-6.159223943578293,43.614835533211945,2.0339152650983294e-07,2.6795993156817144e-06,Down,Down,ns
PTTG1,4.506073584063911,2.842951380293334,1.6631222037705768,6.158599470280463,43.614835533211945,2.0382046073130766e-07,2.6824791906154455e-06,Up,Up,Up
SLC20A1,4.127593345611649,2.922541378760484,1.2050519668511646,6.15814336030444,43.614835533211945,2.0413432166854761e-07,2.6838402105556574e-06,Up,Up,ns
RCAN1,5.447333089757575,3.8668577201968937,1.5804753695606815,6.155302220415866,43.614835533211945,2.061002801756473e-07,2.7041120093415947e-06,Up,Up,Up
PKD1P1,3.509086744686302,4.722589920522501,-1.2135031758361992,-6.150295557277664,43.614835533211945,2.0961083313508766e-07,2.7417096974069467e-06,Down,Down,ns
ERO1A,4.425147907952392,3.140303352022942,1.2848445559294501,6.146023882216721,43.614835533211945,2.1265320437890978e-07,2.7758099441599146e-06,Up,Up,ns
MSN,7.280970060970168,6.27092297991449,1.0100470810556788,6.126578168383568,43.614835533211945,2.270697778694597e-07,2.9429073954971745e-06,Up,Up,ns
TK1,4.135499358103004,2.18774032451031,1.9477590335926944,6.12218744087731,43.614835533211945,2.3045772268304177e-07,2.980757948658044e-06,Up,Up,Up
BIRC5,2.994176512682428,1.1727686456731916,1.8214078670092364,6.118263041455373,43.614835533211945,2.335285385068886e-07,3.008272173311465e-06,Up,Up,Up
TYMS,4.0728572072567735,2.1873073768397977,1.8855498304169758,6.11333182051819,43.614835533211945,2.3744517552160005e-07,3.052558793777183e-06,Up,Up,Up
ZBTB7C,1.560248165425115,3.095949174645093,-1.535701009219978,-6.10541558639053,43.614835533211945,2.4387028441097414e-07,3.11943604522884e-06,Down,Down,Down
VWA1,4.509623083560771,3.231252548067356,1.2783705354934152,6.104700812855378,43.614835533211945,2.4445889623692096e-07,3.1238319676447425e-06,Up,Up,ns
SELENOP,5.07035208646203,6.939814033693302,-1.8694619472312715,-6.097275867288068,43.614835533211945,2.506578256067371e-07,3.1807355721022074e-06,Down,Down,Down
ADAMTS14,2.3831763193740394,0.7693998386773843,1.613776480696655,6.095130849735372,43.614835533211945,2.5247769852576596e-07,3.194293739384021e-06,Up,Up,Up
PLOD1,5.4347683879557644,4.1693620359914165,1.265406351964348,6.091549548396039,43.614835533211945,2.5554558602536304e-07,3.223514202355544e-06,Up,Up,ns
IER3,5.330220603387126,3.4796154648114155,1.8506051385757103,6.087104562769491,43.614835533211945,2.594051498050476e-07,3.2620484205813506e-06,Up,Up,Up
PIK3C2G,0.4724374137462,1.7223797019129874,-1.2499422881667874,-6.086563009531882,43.614835533211945,2.5987933782722905e-07,3.2620484205813506e-06,Down,Down,ns
TRPV6,0.2377896379650622,1.4933053461236374,-1.2555157081585753,-6.086792834396306,43.614835533211945,2.596779957730888e-07,3.2620484205813506e-06,Down,Down,ns
GABRE,2.516405656333272,4.096964060351882,-1.5805584040186105,-6.086136339065411,43.614835533211945,2.6025354271652645e-07,3.2635333630913095e-06,Down,Down,Down
CLEC2A,0.15508812640317937,2.21026000481075,-2.0551718784075703,-6.083136753348101,43.614835533211945,2.6289951260416444e-07,3.287017141412656e-06,Down,Down,Down
SCGB2A2,0.33814007515128663,5.022924573532529,-4.684784498381243,-6.0692714154803875,43.614835533211945,2.7548353331852127e-07,3.4308999027452165e-06,Down,Down,Down
HYAL2,5.364571347780303,4.261972950117523,1.1025983976627796,6.063337816681177,43.614835533211945,2.810508494821562e-07,3.4866162290330136e-06,Up,Up,ns
NTN4,1.9251712196392936,3.197098232415174,-1.2719270127758806,-6.059030616397462,43.614835533211945,2.8516237970954705e-07,3.5273286405779376e-06,Down,Down,ns
LDHA,8.675660512434138,7.669862160247045,1.0057983521870932,6.0581586945821515,43.614835533211945,2.8600196944061906e-07,3.5308645849721344e-06,Up,Up,ns
CDC6,2.1181866715675124,0.8632885650073883,1.2548981065601241,6.054988032144329,43.614835533211945,2.890759105422802e-07,3.5652238681255463e-06,Up,Up,ns
TXNDC17,5.317865966649845,4.270877805274729,1.0469881613751157,6.051611592527252,43.614835533211945,2.9238561283229103e-07,3.5992217378863007e-06,Up,Up,ns
CYTOR,4.4820977395914605,3.0571310363287303,1.4249667032627302,6.048729245643978,43.614835533211945,2.952408930667616e-07,3.6273671573029006e-06,Up,Up,ns
LGI4,2.132327171735619,3.5970952280656863,-1.4647680563300671,-6.04067982899436,43.614835533211945,3.0336294276622766e-07,3.712847993375913e-06,Down,Down,ns
CALU,5.853369735393522,4.546943304452798,1.306426430940724,6.032848903798264,43.614835533211945,3.1147844348211606e-07,3.793968089519987e-06,Up,Up,ns
SERHL2,1.05770829875476,2.1365264720948893,-1.0788181733401294,-6.027693461196563,43.614835533211945,3.16939133826466e-07,3.839279556445203e-06,Down,Down,ns
DBP,2.2744512729411297,3.563579122443466,-1.2891278495023362,-6.028064581611065,43.614835533211945,3.165428685836247e-07,3.839279556445203e-06,Down,Down,ns
OSTC,5.679366441791492,4.499418035321599,1.1799484064698929,6.027632068098725,43.614835533211945,3.1700473401841123e-07,3.839279556445203e-06,Up,Up,ns
GPC3,1.9428976011368118,3.749406305761008,-1.8065087046241963,-6.027266390136444,43.614835533211945,3.1739575279132737e-07,3.8403681549789355e-06,Down,Down,Down
EMX2OS,1.3036658609665355,2.520100040470816,-1.2164341795042803,-6.02370913052713,43.614835533211945,3.212247250417022e-07,3.875665958804946e-06,Down,Down,ns
CD300E,2.861381637678846,0.7584585836366797,2.102923054042166,6.023137386857492,43.614835533211945,3.2184442488869536e-07,3.879472543105417e-06,Up,Up,Up
CHAD,0.28124293997684274,1.549724722082378,-1.2684817821055352,-6.021810748316116,43.614835533211945,3.232869365543678e-07,3.893180643888435e-06,Down,Down,ns
