gene,mean_DFU,mean_Control,log2FC,t,df,P_value,adj_P_value,status_standard,status_relaxed,status_strict
RAI14,3.775336462690633,2.5620141223581756,1.2133223403324576,4.382263424482145,43.614835533211945,7.276605308503825e-05,0.0003491292230976271,Up,Up,ns
LTB4R,3.4616837723285037,4.63974702812825,-1.1780632557997461,-4.376975956811879,43.614835533211945,7.400059067830256e-05,0.00035425282767282003,Down,Down,ns
MSMB,0.2805233641632113,1.822707033407849,-1.5421836692446378,-4.372491302320485,43.614835533211945,7.506371879029139e-05,0.0003585346837949761,Down,Down,Down
STEAP1,3.921043931272498,2.595914265962959,1.325129665309539,4.368624979968074,43.614835533211945,7.599224217558209e-05,0.0003628337942587789,Up,Up,ns
SLC12A2,2.3336982345144,3.380221341442393,-1.0465231069279932,-4.366785407839528,43.614835533211945,7.64379614088817e-05,0.0003646888596511292,Down,Down,ns
SRPX2,3.650935056630375,2.4046614572938334,1.2462735993365417,4.360022435697564,43.614835533211945,7.809867437424955e-05,0.0003721944672252633,Up,Up,ns
LCE1C,2.5901381955754466,5.849840544875269,-3.2597023492998223,-4.359743491780591,43.614835533211945,7.81679238581745e-05,0.00037238533170089633,Down,Down,Down
NEAT1,7.216299818787928,8.63030763708913,-1.4140078183012017,-4.357905775282299,43.614835533211945,7.862565061911297e-05,0.0003744260352298535,Down,Down,ns
SERPING1,5.709800421888679,6.938528425118328,-1.2287280032296488,-4.3552250249015465,43.614835533211945,7.929805702766579e-05,0.00037734631390814246,Down,Down,ns
HSPB6,2.865935673249702,4.540886342334552,-1.6749506690848501,-4.353032033135134,43.614835533211945,7.985229717455411e-05,0.00037970035267229253,Down,Down,Down
CXCL3,3.1011236137883755,1.220151288429611,1.8809723253587645,4.350594010889171,43.614835533211945,8.047290954915631e-05,0.0003819760702314994,Up,Up,Up
HR,2.588913521123024,4.102605294991188,-1.5136917738681643,-4.345703186392255,43.614835533211945,8.173214415374552e-05,0.0003873392918590549,Down,Down,Down
TNS1,4.01519184130658,5.293938817846664,-1.2787469765400843,-4.335643052259209,43.614835533211945,8.438315459069479e-05,0.00039901311475533206,Down,Down,ns
KIFC2,2.931945413926006,4.259046231862119,-1.3271008179361132,-4.324527791960792,43.614835533211945,8.740994052547357e-05,0.00041043408377075275,Down,Down,ns
THY1,6.606893303995055,5.262011533317488,1.344881770677567,4.317612409425957,43.614835533211945,8.93463128892602e-05,0.000417710182392628,Up,Up,ns
COL11A1,3.239489193730846,1.3238884392807815,1.9156007544500644,4.312163602745936,43.614835533211945,9.090148530921383e-05,0.0004230900153826292,Up,Up,Up
BCL2A1,3.707464150893472,1.8146818942342025,1.8927822566592694,4.309652267211857,43.614835533211945,9.16271297541904e-05,0.0004263118517895623,Up,Up,Up
FLG,3.7040553695874143,6.687999243545232,-2.9839438739578172,-4.307311936926445,43.614835533211945,9.2308453429224e-05,0.0004291686863226007,Down,Down,Down
SLURP1,2.9434904184576056,6.302846734593825,-3.359356316136219,-4.3052129536701464,43.614835533211945,9.29237223263879e-05,0.00043155725813125455,Down,Down,Down
DNASE1L2,0.8077405647570071,2.454744343628477,-1.64700377887147,-4.304354738547717,43.614835533211945,9.317644032758032e-05,0.00043241599108356327,Down,Down,Down
PCSK1N,0.47000811720613694,1.7762608621334852,-1.3062527449273482,-4.303381939563307,43.614835533211945,9.346371137342047e-05,0.00043359138273744313,Down,Down,ns
PLA2G2F,0.7409636071282889,1.8933538259087832,-1.1523902187804942,-4.295195174013296,43.614835533211945,9.59158051550002e-05,0.000442729526813694,Down,Down,ns
FBXO27,2.138947625082924,3.4625497882855196,-1.3236021632025956,-4.292980960226297,43.614835533211945,9.6589725257612e-05,0.00044550370201943415,Down,Down,ns
PYDC1,0.6450694392162181,2.367229670942101,-1.722160231725883,-4.2920643405739565,43.614835533211945,9.68700594707883e-05,0.00044647049816803875,Down,Down,Down
TP53AIP1,1.0410262855643284,2.378211998356993,-1.3371857127926645,-4.28792383098343,43.614835533211945,9.814630094751031e-05,0.00045137388243187847,Down,Down,ns
WFDC2,0.6171929917605481,1.6447097776808421,-1.027516785920294,-4.274625416828395,43.614835533211945,0.0001023573203522421,0.00046753685761179923,Down,Down,ns
SLC34A2,0.1414304722078079,1.1853866125657824,-1.0439561403579745,-4.258031051723191,43.614835533211945,0.00010785989307549038,0.00048795218743942134,Down,Down,ns
SLC7A5,4.522872211680737,3.1473788674364043,1.3754933442443331,4.230115355170466,43.614835533211945,0.00011777426758019516,0.0005246158695250537,Up,Up,ns
FAP,4.340372307168847,2.9582957781964527,1.3820765289723944,4.209341358798507,43.614835533211945,0.00012572349805961558,0.000554985036605842,Up,Up,ns
ATP13A4,0.7213226716760539,2.020793788561661,-1.2994711168856072,-4.207249580229003,43.614835533211945,0.0001265523192579554,0.0005584504247393443,Down,Down,ns
HK3,2.507991172309624,1.3348621429697185,1.1731290293399055,4.204111644790378,43.614835533211945,0.00012780565207837213,0.0005630462261199496,Up,Up,ns
LYPD6B,0.9332311706034548,2.4901097528381664,-1.5568785822347115,-4.201499637985792,43.614835533211945,0.0001288581405454181,0.0005670558545119797,Down,Down,Down
WFDC3,0.6924783341647057,1.849307625115532,-1.1568292909508262,-4.193550558803101,43.614835533211945,0.0001321133923086748,0.0005791825686189514,Down,Down,ns
LCE1A,2.386609978560319,5.24035069902676,-2.8537407204664413,-4.187560999069318,43.614835533211945,0.00013461899134492583,0.0005881452540670911,Down,Down,Down
EVPL,2.673168281652564,4.506716093134983,-1.8335478114824193,-4.186600307335792,43.614835533211945,0.00013502516018903954,0.0005897177629763087,Down,Down,Down
FBLN1,5.4749060451752625,6.783327344707763,-1.3084212995325002,-4.183212264419536,43.614835533211945,0.00013646713540582667,0.0005952001976164527,Down,Down,ns
SPTBN2,2.4275533886497835,4.082591510967229,-1.6550381223174457,-4.1805490226792275,43.614835533211945,0.00013761115025023862,0.0005995912451371992,Down,Down,Down
LCE1E,1.5534318232262034,3.962096323996397,-2.4086645007701937,-4.174670345148165,43.614835533211945,0.00014016954538820237,0.0006094722851468615,Down,Down,Down
PLCH2,1.3163317596857902,2.7561138907448055,-1.4397821310590153,-4.173352523675649,43.614835533211945,0.00014074938496033695,0.0006117849033398695,Down,Down,ns
ST6GALNAC2,2.563928454022322,3.8335971253792507,-1.2696686713569285,-4.164210534046521,43.614835533211945,0.00014483665344600105,0.0006284797010537093,Down,Down,ns
CORIN,0.6659308656825764,1.9173246890034015,-1.251393823320825,-4.15614454989087,43.614835533211945,0.00014853865015851397,0.0006421401374479759,Down,Down,ns
ITGB3,3.3372576052662213,2.2739270974892736,1.0633305077769477,4.139808233477611,43.614835533211945,0.00015632078687599638,0.0006703291846098124,Up,Up,ns
PTPRZ1,1.7914550847782218,3.166942760707117,-1.3754876759288952,-4.131097270312558,43.614835533211945,0.0001606311951682926,0.000686504568358323,Down,Down,ns
ALPL,3.5397299778312417,2.0848381864208267,1.454891791410415,4.124626874821835,43.614835533211945,0.00016390755066697515,0.0006981673325504123,Up,Up,ns
SEMA3G,2.0079259506454,3.207282606150547,-1.199356655505147,-4.1243519546634495,43.614835533211945,0.00016404818993587256,0.0006985330772127488,Down,Down,ns
KLF5,3.3075661031308465,4.806794529196013,-1.4992284260651667,-4.122941228876433,43.614835533211945,0.00016477171547490954,0.0007011457081920325,Down,Down,ns
ANGPTL7,0.4674904008732198,1.9535622420152925,-1.4860718411420728,-4.1218309970247065,43.614835533211945,0.00016534330741047043,0.0007030693342520902,Down,Down,ns
SOX21,0.9500637271328768,2.127006665941346,-1.1769429388084691,-4.118462280935979,43.614835533211945,0.00016708948918786604,0.0007084083296585291,Down,Down,ns
LCE2C,2.6823034205410705,5.505508471259265,-2.8232050507181947,-4.105804564097621,43.614835533211945,0.00017381240547909016,0.0007337403532190787,Down,Down,Down
LCE1B,2.146295782792993,5.043551174593063,-2.8972553918000696,-4.085190538389243,43.614835533211945,0.0001853280372410282,0.0007738992989308554,Down,Down,Down
DPT,3.9185473939144533,5.306245729415775,-1.3876983355013222,-4.076027930053732,43.614835533211945,0.0001906815405743334,0.0007925447275499679,Down,Down,ns
HS3ST6,1.1081592238878466,2.7606929008139085,-1.652533676926062,-4.074010797710605,43.614835533211945,0.00019188013422333228,0.0007961580566774255,Down,Down,Down
ITGBL1,2.4013600190589086,3.4369066575644203,-1.0355466385055117,-4.0732041296562524,43.614835533211945,0.00019236150857326884,0.0007972656219807922,Down,Down,ns
SNORC,0.5983325137819542,1.9040555257326326,-1.3057230119506784,-4.062790124897574,43.614835533211945,0.0001986823582240671,0.0008192033994282341,Down,Down,ns
PYCR1,3.9629030493932094,2.6665355904525603,1.296367458940649,4.05733434870306,43.614835533211945,0.00020207386622939083,0.0008315740613176577,Up,Up,ns
STARD5,2.557181322510666,3.651718013600753,-1.094536691090087,-4.051976610306527,43.614835533211945,0.0002054591320819199,0.0008441431415723983,Down,Down,ns
COL15A1,6.07857061665941,4.755005640258131,1.3235649764012791,4.021088697456622,43.614835533211945,0.00022607631464377498,0.0009195941489406759,Up,Up,ns
MDFI,4.591002777684997,3.526648426982124,1.0643543507028728,4.014368004905098,43.614835533211945,0.0002308213011310567,0.0009365778088846218,Up,Up,ns
ITGAX,3.2524094012305764,2.0197137282131017,1.2326956730174747,4.003578767105472,43.614835533211945,0.0002386415845998524,0.0009612021268551117,Up,Up,ns
ADGRE2,2.448146310126519,1.3974046531293516,1.0507416569971675,4.002937640826684,43.614835533211945,0.0002391142922339995,0.000962267140694287,Up,Up,ns
LCE6A,1.878390735373326,4.53718599762436,-2.658795262251034,-3.999296009984272,43.614835533211945,0.00024181658017474739,0.0009722215784894558,Down,Down,Down
ADAM8,3.3998738877053443,2.2101852174295504,1.1896886702757938,3.9981992240231494,43.614835533211945,0.0002426362441301233,0.0009749023381825654,Up,Up,ns
PKDCC,2.246837918722866,3.5357306348269595,-1.2888927161040935,-3.9942652694906484,43.614835533211945,0.0002455984465903338,0.0009843233781792983,Down,Down,ns
TGM2,3.7033856566655565,1.9589123665021109,1.7444732901634457,3.9898909829649916,43.614835533211945,0.0002489334033899393,0.0009954994335001242,Up,Up,Up
DHCR24,4.669641501819878,5.795267457129172,-1.1256259553092942,-3.989261998592428,43.614835533211945,0.000249416538703473,0.0009968063673097434,Down,Down,ns
MMP14,7.320646920492682,6.020169177844977,1.300477742647705,3.979485696428863,43.614835533211945,0.0002570438578486378,0.0010221641157292416,Up,Up,ns
SYTL1,2.9027489363286305,4.322112355933065,-1.4193634196044345,-3.975639503995724,43.614835533211945,0.00026010618295324583,0.001032089032732652,Down,Down,ns
WNT4,1.1127472799765845,2.286700550803127,-1.1739532708265423,-3.972434082224906,43.614835533211945,0.00026268532733819683,0.0010410273398210144,Down,Down,ns
POF1B,2.0003705725571885,3.8372462022234926,-1.836875629666304,-3.964993459351542,43.614835533211945,0.000268768133138364,0.0010608480352564396,Down,Down,Down
PTK7,4.929437047571947,3.7736621079523025,1.1557749396196448,3.962829234126643,43.614835533211945,0.0002705629007100363,0.001066941457252657,Up,Up,ns
KCNJ15,3.0088236349783006,1.8520645921171794,1.1567590428611212,3.9527459334395307,43.614835533211945,0.0002790791487241595,0.0010951065795936018,Up,Up,ns
ARHGEF4,2.6885862177660083,3.9585652797712916,-1.2699790620052833,-3.942932012313704,43.614835533211945,0.00028761702054125315,0.0011244077725028273,Down,Down,ns
PKP1,4.870360454573373,7.154039695476762,-2.283679240903389,-3.9404469209158304,43.614835533211945,0.0002898188236395427,0.001130985146228607,Down,Down,Down
TPD52L1,3.164179534869262,4.164887364229418,-1.0007078293601563,-3.9393686765311466,43.614835533211945,0.0002907792248765251,0.001134385884016618,Down,Down,ns
COL5A1,6.837435598899281,5.479682124716122,1.3577534741831592,3.933878499977052,43.614835533211945,0.0002957173823183723,0.001151185524025092,Up,Up,ns
COL6A3,7.493954579109881,6.1428500406427595,1.3511045384671219,3.92637543826212,43.614835533211945,0.00030259757905581885,0.0011729565123704735,Up,Up,ns
C1QTNF3,1.8304281246826501,3.0120937391433142,-1.181665614460664,-3.9242472950796374,43.614835533211945,0.0003045771107115236,0.0011799124826561544,Down,Down,ns
TPD52,2.035880215202153,3.0656206668202275,-1.0297404516180744,-3.9223215761273096,43.614835533211945,0.00030637915707765195,0.0011850603355376332,Down,Down,ns
IL22RA1,1.2787972013443742,2.5019065161129945,-1.2231093147686203,-3.9166513320608036,43.614835533211945,0.00031174540672318507,0.0012022041644816387,Down,Down,ns
CCL20,2.2990011791269778,0.7180314725481929,1.5809697065787849,3.9159311403880586,43.614835533211945,0.0003124334662474304,0.0012030386458494807,Up,Up,Up
FAM20C,4.580841124489435,3.4800716799787743,1.1007694445106608,3.91381230759412,43.614835533211945,0.0003144663016370064,0.0012105006775661763,Up,Up,ns
CCR1,3.1982261114868855,1.850969685747872,1.3472564257390136,3.9133798535989777,43.614835533211945,0.0003148827741581428,0.0012117380865536498,Up,Up,ns
PTHLH,3.051510077024449,1.5008408154180475,1.5506692616064015,3.9113955855323588,43.614835533211945,0.0003168005687932407,0.001218382887159288,Up,Up,Up
EPS8L2,3.5678512249976917,4.861275085288683,-1.293423860290991,-3.909733963890274,43.614835533211945,0.00031841522024267377,0.001223854521927311,Down,Down,ns
THBS1,6.222375919841887,4.586805446380752,1.6355704734611347,3.896881715406673,43.614835533211945,0.00033117610126143227,0.0012618729666528372,Up,Up,Up
SLC11A1,3.230592804109352,1.657457842804752,1.5731349613046002,3.8880058641350668,43.614835533211945,0.0003402762957680494,0.0012896117681812584,Up,Up,Up
CYTL1,2.9179921933836312,1.6664742205561036,1.2515179728275276,3.8865220364587216,43.614835533211945,0.0003418210456356263,0.001293928107744477,Up,Up,ns
MAL2,2.9855446206551006,4.78186664741165,-1.796322026756549,-3.885817152618564,43.614835533211945,0.0003425572450768133,0.001296330132482077,Down,Down,Down
SLAMF8,2.723426213251752,1.632200038529697,1.091226174722055,3.8822983614638384,43.614835533211945,0.0003462553655853018,0.0013072313572291229,Up,Up,ns
OLFML2B,5.201274250763168,3.9137069854985564,1.2875672652646117,3.8767723780727446,43.614835533211945,0.00035214103917535766,0.001325909262652299,Up,Up,ns
LCE2A,2.4437477454891097,5.050996018755083,-2.6072482732659736,-3.864239240819456,43.614835533211945,0.0003658507615178497,0.0013722435562742933,Down,Down,Down
TIMP1,8.132419468758828,6.281688506847981,1.8507309619108465,3.8534909323532736,43.614835533211945,0.00037801795237446534,0.0014083736332549098,Up,Up,Up
LCE2D,2.0828708296017613,4.47276809494396,-2.3898972653421984,-3.853053101491167,43.614835533211945,0.0003785217830238885,0.0014098388723433556,Down,Down,Down
FKBP10,5.692169672167669,4.484419760778344,1.2077499113893246,3.841609942596269,43.614835533211945,0.000391922475473816,0.0014528609548939918,Up,Up,ns
PTGS2,3.479694165614821,1.6811091276973484,1.7985850379174724,3.830132231030916,43.614835533211945,0.00040582362110308523,0.001494603529558233,Up,Up,Up
LGALS7B,4.9398540688868,8.529116585666841,-3.5892625167800416,-3.8156313100963444,43.614835533211945,0.00042406845012177286,0.0015500558740048635,Down,Down,Down
EMILIN1,4.88663024790318,3.463952135792164,1.422678112111016,3.8122847742492207,43.614835533211945,0.0004283901560735437,0.0015645073483407511,Up,Up,ns
LARGE2,1.482545291825557,2.685576300815708,-1.203031008990151,-3.811266366991611,43.614835533211945,0.000429713742648552,0.0015684428620483639,Down,Down,ns
HSPB7,1.5793883279387404,2.977922493584116,-1.3985341656453758,-3.8096991692813567,43.614835533211945,0.0004317582886375071,0.0015745534615367826,Down,Down,ns
DEFB1,3.3315175731921856,5.475430798977576,-2.1439132257853903,-3.806994999357129,43.614835533211945,0.0004353082183998769,0.0015859015664431686,Down,Down,Down
SORBS1,2.323801543310271,3.746157054791719,-1.422355511481448,-3.8021352365363845,43.614835533211945,0.0004417588742293699,0.0016046000920100125,Down,Down,ns
MIR205HG,2.8948086621773874,4.99269043303327,-2.097881770855883,-3.8015974624204723,43.614835533211945,0.0004424783388599085,0.0016067557675058122,Down,Down,Down
CD93,5.01075346129149,3.9864823074816123,1.0242711538098774,3.7957127967483277,43.614835533211945,0.000450425448629721,0.001629581772021229,Up,Up,ns
MCAM,6.482409939381733,5.421724643744314,1.0606852956374189,3.7934033924872037,43.614835533211945,0.00045358173821696823,0.0016391408068804183,Up,Up,ns
C19orf33,3.7733798009719974,5.8755705926596775,-2.10219079168768,-3.7870015071412264,43.614835533211945,0.000462443264422463,0.0016664422015201102,Down,Down,Down
NEBL,1.3788168074327216,2.456647419988181,-1.0778306125554593,-3.7862300840948855,43.614835533211945,0.00046352228352142255,0.0016679739508320265,Down,Down,ns
MUCL1,2.425242140448984,5.188938284806469,-2.7636961443574855,-3.7850118864746003,43.614835533211945,0.0004652311721298208,0.0016714790986413085,Down,Down,Down
FPR2,2.3838133195736404,0.8775900417272436,1.5062232778463969,3.784243297993357,43.614835533211945,0.00046631247446882185,0.0016747065578431104,Up,Up,Up
TRIM29,4.844998034879032,7.014222283117671,-2.1692242482386392,-3.783245273632927,43.614835533211945,0.0004677201818350518,0.0016792892677202746,Down,Down,Down
RNASE2,1.9026408393900178,0.8147615607803042,1.0878792786097136,3.7783377091164954,43.614835533211945,0.0004747021318189937,0.0017009397691498485,Up,Up,ns
ADIRF,6.032377693756006,7.738873673819659,-1.7064959800636528,-3.778065498001484,43.614835533211945,0.00047509233315690125,0.0017014469319713455,Down,Down,Down
FPR3,3.479659033754004,2.345772557599357,1.1338864761546468,3.7774168050765904,43.614835533211945,0.0004760234504102012,0.0017043029374175453,Up,Up,ns
STMN2,1.1534484330674757,2.3344288468555163,-1.1809804137880406,-3.777124761606618,43.614835533211945,0.00047644321657402955,0.0017053270673501539,Down,Down,ns
AKR1C3,3.2500518336830244,4.300353302294557,-1.0503014686115324,-3.773796259439855,43.614835533211945,0.00048125270693977207,0.0017206099724146097,Down,Down,ns
SLC39A2,1.234686726764146,2.5798164486294692,-1.3451297218653233,-3.7703048261535215,43.614835533211945,0.0004863479363330647,0.0017331155807298244,Down,Down,ns
RCN3,5.712495342312565,4.457081455305167,1.2554138870073972,3.7664811929869444,43.614835533211945,0.0004919876475217855,0.0017491827345540367,Up,Up,ns
FOLR2,3.3847403228144763,4.411576630426524,-1.0268363076120472,-3.761443230076363,43.614835533211945,0.0004995148089099732,0.0017724853528182773,Down,Down,ns
PCSK1,1.5892593394100205,0.5606388729980609,1.0286204664119596,3.7545016780318043,43.614835533211945,0.0005100682264203016,0.0018049112351659561,Up,Up,ns
IL37,1.1135912846874962,3.0734673710035016,-1.9598760863160054,-3.7509101330578365,43.614835533211945,0.0005156125958223345,0.0018225076038032794,Down,Down,Down
FPR1,4.252563423772436,2.248237206571776,2.00432621720066,3.749939552204691,43.614835533211945,0.0005171208517844583,0.00182632019462952,Up,Up,Up
TNFRSF19,2.2496374749152976,3.4288840513191947,-1.179246576403897,-3.7493003528969857,43.614835533211945,0.0005181164715857278,0.0018288235156747265,Down,Down,ns
THEM5,1.9783567417169723,4.037705007940898,-2.0593482662239255,-3.743574706305271,43.614835533211945,0.000527117548763556,0.0018559718662014438,Down,Down,Down
LILRA5,2.3395242874763977,1.0630637402666383,1.2764605472097594,3.7418499537352647,43.614835533211945,0.0005298583770108056,0.0018640783122810495,Up,Up,ns
PLA2G7,2.3369643206772825,1.25199820195679,1.0849661187204926,3.7381105655345834,43.614835533211945,0.0005358479361190494,0.0018814427074916092,Up,Up,ns
PRKAR2B,1.5672259195885996,2.7548134243150546,-1.187587504726455,-3.7137332933819573,43.614835533211945,0.0005765233237593481,0.001997295397962214,Down,Down,ns
GOLGA2P10,1.524389619787195,2.621507973815098,-1.0971183540279033,-3.713568296473194,43.614835533211945,0.0005768085117772159,0.001997295397962214,Down,Down,ns
BGN,7.343545345071496,5.715265050849304,1.6282802942221917,3.7136024748774625,43.614835533211945,0.0005767494251458505,0.001997295397962214,Up,Up,Up
HK2,4.713431531157199,3.42916596243255,1.2842655687246491,3.7075521255729686,43.614835533211945,0.0005873004051732966,0.002029767497879418,Up,Up,ns
DGAT2,3.8360025492346894,5.537591788398807,-1.7015892391641172,-3.705576590319339,43.614835533211945,0.0005907855344609025,0.0020379464216878254,Down,Down,Down
PLEKHG6,1.3866700041433722,2.4505408374428845,-1.0638708332995124,-3.7003289041099103,43.614835533211945,0.0006001401657693695,0.002066861337849519,Down,Down,ns
HLA-DQB2,1.4186073649769748,2.880822205242662,-1.4622148402656874,-3.696769945056856,43.614835533211945,0.0006065654010143362,0.00208561028825447,Down,Down,ns
ASPRV1,3.3587146156687924,5.766277624853527,-2.4075630091847344,-3.696553423726422,43.614835533211945,0.000606958431088156,0.002086399156783626,Down,Down,Down
SPINT1-AS1,1.1854861360840216,2.304543720024526,-1.1190575839405044,-3.6934349547605074,43.614835533211945,0.0006126463420492723,0.0021025508073612403,Down,Down,ns
ODC1,5.053635285422292,3.8225012701426566,1.2311340152796353,3.689318262715176,43.614835533211945,0.0006202335533167513,0.0021280168161012993,Up,Up,ns
BNIP3,5.1639669155129635,4.021921357247035,1.1420455582659281,3.6846465487460676,43.614835533211945,0.000628953215769501,0.0021550350243708886,Up,Up,ns
POU3F1,1.5699692685498818,2.768453904038847,-1.198484635488965,-3.6827353702245524,43.614835533211945,0.0006325542836207454,0.0021638854020963965,Down,Down,ns
BICDL1,1.442793580075961,2.6958169655285564,-1.2530233854525954,-3.6796802779396613,43.614835533211945,0.0006383519601467214,0.002182054480657727,Down,Down,ns
TFF3,1.090494199597698,2.2985667121190874,-1.2080725125213894,-3.6712059885871744,43.614835533211945,0.000654702477833613,0.0022288896689300767,Down,Down,ns
C3orf52,1.3212321496528638,2.3637891709446412,-1.0425570212917774,-3.660306689566017,43.614835533211945,0.0006763247521066607,0.002295148899312465,Down,Down,ns
SPC25,2.888495129071334,1.8577666568813755,1.0307284721899583,3.658925131882854,43.614835533211945,0.0006791140599848866,0.0023010120593082253,Up,Up,ns
SAA1,1.8116277428332892,4.287029070568278,-2.4754013277349887,-3.650918131912231,43.614835533211945,0.0006954989291223512,0.0023502114051662283,Down,Down,Down
SERPINB12,2.4526954781391304,4.241736341233511,-1.7890408630943808,-3.641532597534196,43.614835533211945,0.0007151885836174099,0.0024073897362628166,Down,Down,Down
ALDH2,5.2241622963981325,6.278795010208491,-1.0546327138103582,-3.641503105272832,43.614835533211945,0.0007152512907315778,0.0024073897362628166,Down,Down,ns
APLNR,4.562473197591164,3.476630584634632,1.0858426129565317,3.638219908572167,43.614835533211945,0.0007222652253271455,0.00242843354036306,Up,Up,ns
CASP14,3.0131155523227053,5.393144906494635,-2.38002935417193,-3.634215756567188,43.614835533211945,0.0007309088125859731,0.0024542601597969758,Down,Down,Down
SCG2,1.6894033653389737,0.6315675790529349,1.0578357862860388,3.630168155701198,43.614835533211945,0.0007397471424339663,0.002478065486593216,Up,Up,ns
TPSB2,4.459225870982634,6.056391149527786,-1.5971652785451527,-3.6276167411394624,43.614835533211945,0.0007453710586231566,0.0024936298821146684,Down,Down,Down
SERPINA1,3.9419123455966956,2.435150588940373,1.5067617566563225,3.6237949682926853,43.614835533211945,0.0007538720334443472,0.0025174469867807695,Up,Up,Up
CXCL13,2.0711457298330904,0.36302576770934725,1.7081199621237433,3.616238315351856,43.614835533211945,0.0007709555673709456,0.0025657610518480347,Up,Up,Up
CXCR1,2.7457182270269636,1.3085761258455293,1.4371421011814343,3.615994607901945,43.614835533211945,0.0007715126643796921,0.0025669452149319626,Up,Up,ns
MPZL2,5.15992012107507,4.071699829750726,1.088220291324344,3.6104012503588145,43.614835533211945,0.0007844054044623405,0.0026016962608864055,Up,Up,ns
CALML5,4.711740582003823,8.110393014568743,-3.39865243256492,-3.607600880149387,43.614835533211945,0.0007909377320087785,0.0026192752262549864,Down,Down,Down
COL6A1,8.883332929946704,7.792097536675506,1.091235393271198,3.583227115605982,43.614835533211945,0.0008500412824572479,0.00279126092618794,Up,Up,ns
SCNN1A,2.254235711779345,3.6067708233757005,-1.3525351115963558,-3.5825845181034284,43.614835533211945,0.0008516554357076433,0.002794338722303056,Down,Down,ns
CDKN1A,6.784049780728563,5.611730253031839,1.1723195276967244,3.5774336579635704,43.614835533211945,0.0008647006302040516,0.002829021841198633,Up,Up,ns
CPZ,2.186330343019919,3.323927766137996,-1.137597423118077,-3.575237316499269,43.614835533211945,0.0008703212222116452,0.0028452208528236636,Down,Down,ns
KRT5,6.602899866645689,9.468012473830955,-2.8651126071852655,-3.5712760401326107,43.614835533211945,0.0008805470938093585,0.0028734946487591474,Down,Down,Down
LOXL1,4.703672829232307,3.6239109505114855,1.0797618787208214,3.5454798887077636,43.614835533211945,0.00095001079923418,0.0030644424038387195,Up,Up,ns
H19,5.362269675516869,4.110859733308456,1.2514099422084124,3.532991279052157,43.614835533211945,0.0009854974425640428,0.003164161350709778,Up,Up,ns
GDPD2,0.9045854637593939,1.932037345334982,-1.0274518815755882,-3.525249488903899,43.614835533211945,0.0010081295562867076,0.0032262675611855413,Down,Down,ns
ACER1,1.4210731965246335,3.0599614530922143,-1.6388882565675809,-3.5207017903921067,43.614835533211945,0.0010216552749389152,0.0032646378655214196,Down,Down,Down
PLIN4,1.1664665484446781,3.160684846828175,-1.9942182983834968,-3.515956570745961,43.614835533211945,0.0010359535717843205,0.0033037049014667265,Down,Down,Down
PDZK1IP1,2.8328088813846155,4.423557915511924,-1.5907490341273083,-3.5122630009312115,43.614835533211945,0.001047215387774969,0.0033354490110624824,Down,Down,Down
ENDOU,1.528692368610932,2.7052640726923785,-1.1765717040814465,-3.5076759259165327,43.614835533211945,0.0010613646787716036,0.00337293390191235,Down,Down,ns
MMP11,3.4183486238630856,2.0539931144939336,1.364355509369152,3.5047135772422364,43.614835533211945,0.0010705993519046775,0.003397201675750274,Up,Up,ns
GPX2,1.2363868768350186,2.3413160941743727,-1.1049292173393541,-3.504360670954259,43.614835533211945,0.0010717045943768877,0.003398380772850628,Down,Down,ns
FABP4,3.5273243391245424,5.626246636917779,-2.0989222977932367,-3.503885051456076,43.614835533211945,0.0010731958808118947,0.003400482502853004,Down,Down,Down
HPGD,2.497068056321369,3.8104550506749497,-1.3133869943535808,-3.502331702931825,43.614835533211945,0.0010780801865672984,0.003413296082247457,Down,Down,ns
FXYD3,2.9711344531497703,5.171406474200164,-2.2002720210503934,-3.501341640481205,43.614835533211945,0.0010812044000592103,0.0034223379781472096,Down,Down,Down
TNFAIP6,3.759470147242371,2.518411400151886,1.2410587470904852,3.4979776271793117,43.614835533211945,0.0010918846220835388,0.003448440957263836,Up,Up,ns
MIR200CHG,0.9681174298775564,1.9980641932482788,-1.0299467633707224,-3.4970414128783505,43.614835533211945,0.001094874861403694,0.0034557734947650996,Down,Down,ns
PLIN1,0.9039818846418082,3.1300065737065466,-2.2260246890647384,-3.495575536002118,43.614835533211945,0.0010995725648830224,0.0034684266435699193,Down,Down,Down
LY6D,4.232533044598511,6.712962253510621,-2.48042920891211,-3.491490976634108,43.614835533211945,0.0011127642847310604,0.0035039710921420278,Down,Down,Down
PLA2G4E,2.1559258845807086,3.588919607197047,-1.4329937226163385,-3.4814571424778498,43.614835533211945,0.0011458156833854538,0.0035911986754029717,Down,Down,ns
DEPP1,3.6892162627253007,4.919803401617149,-1.2305871388918486,-3.4615676167486322,43.614835533211945,0.00121412611865801,0.0037765244856696584,Down,Down,ns
LGALS1,9.577150673882892,8.56415456591712,1.0129961079657726,3.4540498728093585,43.614835533211945,0.001240945301256735,0.003851490734224177,Up,Up,ns
ATG9B,1.7429334434440038,2.936161190225175,-1.1932277467811712,-3.4485427606249113,43.614835533211945,0.001260949716060722,0.003906922188756655,Down,Down,ns
ANPEP,5.1366583310595,4.064162562131182,1.0724957689283183,3.4439720348941156,43.614835533211945,0.0012777862179791377,0.003952366635432438,Up,Up,ns
