gene,mean_DFU,mean_Control,log2FC,t,df,P_value,adj_P_value,var_pooled,var_post,status_relaxed,status_standard,status_strict
CERS2,5.004690606998266,4.763456663039145,0.2412339439591209,1.7760082793673777,43.614835533211945,0.08270837822333177,0.13479615942263898,0.19397521578439714,0.1919636543857273,ns,ns,ns
CACNA2D3,1.1077689608513333,1.3108240976893086,-0.20305513683797538,-1.7757449856422767,43.614835533211945,0.08275238637412663,0.1348506495565087,0.13300872040282188,0.1360501152092236,ns,ns,ns
ARHGAP9,2.8210456813780778,2.4790044482136646,0.34204123316441315,1.7753993687685652,43.614835533211945,0.08281018420404007,0.13492759411704652,0.4057500200243843,0.38618637851245186,ns,ns,ns
RBM19,2.6449774777809982,2.814371788415166,-0.16939431063416777,-1.7752457593851463,43.614835533211945,0.08283588330607117,0.1349349878403788,0.08796048259577537,0.09473551456353912,ns,ns,ns
AK4,2.640538270382933,2.9463948011362304,-0.3058565307532972,-1.7752851556632756,43.614835533211945,0.08282929160657915,0.1349349878403788,0.3214121334354535,0.30883848937531727,ns,ns,ns
ZNF573,0.9293468587644007,1.1364927866785806,-0.20714592791417985,-1.774816203097545,43.614835533211945,0.08290778427517931,0.13503486243440124,0.1392077338036434,0.14173534898349846,ns,ns,ns
GNPTG,4.621866408104636,4.809873689873057,-0.18800728176842085,-1.774672879771727,43.614835533211945,0.08293178598482376,0.1350567062526443,0.11199022598033093,0.11677365189986572,ns,ns,ns
RPL19,9.47825063526601,9.684837055847971,-0.20658642058196186,-1.7739928238499008,43.614835533211945,0.08304575128556912,0.13522503398172409,0.13851672391359895,0.1411016105946255,ns,ns,ns
CREB3L2,3.359478606932606,3.1632585874925057,0.19622001944010048,1.7738926693203003,43.614835533211945,0.08306254649270794,0.1352351149523177,0.12347925800726056,0.12731046295185827,ns,ns,ns
TCEAL3,3.3875884679965647,3.6941267779350024,-0.3065383099384378,-1.7732747700767995,43.614835533211945,0.08316622681135799,0.13538663397054485,0.32368248172413566,0.3109206692216252,ns,ns,ns
ITSN2,3.3436163085117143,3.5984750634006963,-0.254858754888982,-1.7724335479064466,43.614835533211945,0.08330755391250966,0.13559939183742636,0.21922991805431505,0.21512522494874076,ns,ns,ns
DHRS1,4.18080286918437,4.5105943496677865,-0.3297914804834168,-1.7722091506790614,43.614835533211945,0.08334528710773159,0.1356434975095586,0.3775394637190388,0.3603139376693688,ns,ns,ns
DENND4A,1.9903561095029594,2.2020077719833786,-0.21165166248041922,-1.7720395526727821,43.614835533211945,0.08337381512035424,0.13567261250859738,0.14650999678957016,0.14843239405694944,ns,ns,ns
DGUOK,4.570969697386948,4.384302076770663,0.1866676206162854,1.7707861632448962,43.614835533211945,0.08358490104879812,0.13599875517674437,0.11073374730641419,0.11562131127213601,ns,ns,ns
DIAPH2,1.965687119731935,2.1535419319750684,-0.18785481224313338,-1.7706691741288325,43.614835533211945,0.0836046262569965,0.13601349644794952,0.11235931116519537,0.11711214698334109,ns,ns,ns
PDCD2L,1.863738842421334,2.006788756143424,-0.1430499137220902,-1.7700526185905867,43.614835533211945,0.0837086464126362,0.13616535302300375,0.058762105484661854,0.06795712436291168,ns,ns,ns
MSL3,3.2352541051319084,3.085373894425506,0.14988021070640256,1.769835045618407,43.614835533211945,0.08374537939763615,0.13620773159776225,0.06602709436731796,0.07461998464321602,ns,ns,ns
FRMD8,4.000369969848019,3.7697280273044047,0.23064194254361414,1.7687714112223105,43.614835533211945,0.08392514788683281,0.13648270989553415,0.17756688716057542,0.17691526232075933,ns,ns,ns
LAP3,5.0450686591451985,4.7087164285492165,0.33635223059598207,1.768499948495071,43.614835533211945,0.08397108046790991,0.1365399960738563,0.39504243397836575,0.3763662465182684,ns,ns,ns
IMMT,4.252429178330018,4.068375751070955,0.18405342725906237,1.7681546059034055,43.614835533211945,0.08402954424541331,0.13661764122408926,0.10759246276375971,0.11274037912668523,ns,ns,ns
FBLN7,2.5061462071625824,2.8846376680172874,-0.378491460854705,-1.7680792710024784,43.614835533211945,0.08404230237833477,0.13662096650489525,0.5045579893904268,0.47680505737075174,ns,ns,ns
PECAM1,5.101683204936509,4.6968327376511985,0.4048504672853106,1.7678740677645328,43.614835533211945,0.08407706223034728,0.1366600528452229,0.5796308481357343,0.5456558122366192,ns,ns,ns
UBQLN1,4.696723341410238,4.538971203667034,0.15775213774320385,1.7676901888465655,43.614835533211945,0.08410822013338493,0.13669327531044448,0.07501705583759274,0.08286485028158724,ns,ns,ns
INPP1,3.400555566910479,3.652674705602948,-0.2521191386924686,-1.7670464467381308,43.614835533211945,0.0842173770946062,0.13685323777873507,0.2156158302269989,0.21181067586640928,ns,ns,ns
TUG1,4.153905427576331,4.310683378905803,-0.15677795132947203,-1.765972158571032,43.614835533211945,0.08439980429444116,0.13713220845547308,0.07407828105363579,0.08200388196887438,ns,ns,ns
PIGO,2.491779242163428,2.629824440290615,-0.13804519812718663,-1.7657983530597312,43.614835533211945,0.0844293496532762,0.13716273836028425,0.05400091341542186,0.06359054403671563,ns,ns,ns
CETN2,4.163393306017733,3.9356459711030483,0.2277473349146848,1.7657089775016832,43.614835533211945,0.08444454605731733,0.1371699523460665,0.17340832930784794,0.1731013693626526,ns,ns,ns
NECTIN4,3.281783657680117,4.018055975386407,-0.7362723177062898,-1.7653956978186849,43.614835533211945,0.08449783065424943,0.1372390262778455,1.9579913300743192,1.8097765776481838,ns,ns,ns
SGPP2,2.1956071199955547,2.7390963439191283,-0.5434892239235736,-1.7651426570555657,43.614835533211945,0.08454088997844988,0.1372888986906248,1.0602087913170053,0.9864030371714184,ns,ns,ns
USP4,3.8148829350358535,3.946153642740483,-0.13127070770462934,-1.7650887389698127,43.614835533211945,0.0845500674599049,0.1372888986906248,0.04741294608324324,0.057548593171476675,ns,ns,ns
STEAP2,2.0076321204756096,1.6320110396919123,0.37562108078369727,1.764277527886199,43.614835533211945,0.08468824564990274,0.13747825824506232,0.4989115100648361,0.47162656316660323,ns,ns,ns
MLX,4.278369634007821,4.0779582843562965,0.20041134965152452,1.7643395183565604,43.614835533211945,0.08467767979564522,0.13747825824506232,0.1310453050675458,0.13424942944597593,ns,ns,ns
PAWR,2.5313019838761086,2.8411967981040234,-0.30989481422791476,-1.7638045301765488,43.614835533211945,0.08476890122861991,0.1375916758773819,0.3348781203495427,0.3211884035725955,ns,ns,ns
PMEPA1,4.198677706159483,3.8603291535395856,0.33834855261989727,1.762553279284115,43.614835533211945,0.0849825745609658,0.13792094341766312,0.4027351064733504,0.3834213436208374,ns,ns,ns
MGAT1,5.14415120029527,4.888361375585058,0.25578982471021217,1.7621130017177427,43.614835533211945,0.08505786688562833,0.1380255727691078,0.22372280784050286,0.21924574011864578,ns,ns,ns
SPAG9,4.309321146268682,4.060782661514426,0.24853848475425622,1.7620455192273041,43.614835533211945,0.08506941206771312,0.13802674454192693,0.21037812546789728,0.20700707663686435,ns,ns,ns
GRHL3,2.3116706976957215,3.0001902494076598,-0.6885195517119382,-1.7617567421933227,43.614835533211945,0.08511883204116555,0.1380893607710195,1.717458150584243,1.589178997444618,ns,ns,ns
CCDC102A,1.9114319002187954,2.1412267059834655,-0.22979480576467015,-1.7614026020461422,43.614835533211945,0.08517947074346388,0.13817015904240584,0.177757974922312,0.17709051256247219,ns,ns,ns
TRAF2,2.67673076529726,2.446271417148386,0.23045934814887392,1.7612854263085576,43.614835533211945,0.08519954246344508,0.13818514117211178,0.17890224902204305,0.1781399482287924,ns,ns,ns
COMMD9,3.7494593807997374,3.5376948585249055,0.2117645222748319,1.7607616102390269,43.614835533211945,0.08528931837639964,0.13831315834870608,0.14876480583089235,0.15050032256224455,ns,ns,ns
REL,1.7822741505001185,2.0903383080848204,-0.30806415758470185,-1.7600998204736629,43.614835533211945,0.08540285448036955,0.13847966982684715,0.3322111136759046,0.3187424407335453,ns,ns,ns
CRTC1,1.7207803234759331,1.8921873484069547,-0.17140702493102156,-1.7599022602536185,43.614835533211945,0.08543677223848678,0.13851705521960614,0.09228203527484038,0.09869889319489884,ns,ns,ns
CD9,6.939875359868339,7.342643605410072,-0.40276824554173274,-1.7595585909370484,43.614835533211945,0.08549580130900813,0.13859513843825866,0.5791054827740835,0.5451739896134424,ns,ns,ns
FAM102A,4.029473678226508,4.318545748069005,-0.2890720698424971,-1.7592544372702057,43.614835533211945,0.08554807156869604,0.13866224665932644,0.29097375756205857,0.2809228725891743,ns,ns,ns
IL17RA,2.7374920487406014,2.485358512666406,0.2521335360741954,1.7591381485821327,43.614835533211945,0.08556806339571055,0.13867702535080653,0.2177236289903167,0.21374377843350503,ns,ns,ns
TRAFD1,3.7162809978405575,3.8947604783597427,-0.17847948051918516,-1.7588782019827416,43.614835533211945,0.08561276637089299,0.13873184365031746,0.1014820875683844,0.10713643714623468,ns,ns,ns
NTM,2.1037580555411775,1.820856623225891,0.2829014323152865,1.7584810598981655,43.614835533211945,0.08568110053943534,0.1388249364984651,0.27829422484400534,0.2692942305796013,ns,ns,ns
MYOM3,1.1517030316206778,0.8387033109982941,0.3129997206223837,1.758072717334539,43.614835533211945,0.08575140946322213,0.13892120488877943,0.3442644157147366,0.3297967546076889,ns,ns,ns
TRMT6,2.5125158847623488,2.3021819167940385,0.21033396796831028,1.7577298738951106,43.614835533211945,0.08581047791374186,0.13899924105600786,0.14711409949455856,0.14898642820391153,ns,ns,ns
BORCS5,2.2034998454647394,2.3645862105977424,-0.161086365133003,-1.756808789989482,43.614835533211945,0.08596933981720856,0.1392388862952579,0.08004751150802136,0.08747837740732685,ns,ns,ns
RPS11,10.31684833718108,10.567913985797029,-0.25106564861594904,-1.7556281608061024,43.614835533211945,0.08617332566247438,0.13955154567282996,0.21667855279323422,0.21278531906131581,ns,ns,ns
CXCL2,3.239684282086859,2.4512659963907546,0.7884182856961046,1.7554178749074094,43.614835533211945,0.08620970068704858,0.13959272636642084,2.273204850814416,2.098864927414003,ns,ns,ns
YIPF6,2.5956487743181413,2.78858531915674,-0.19293654483859868,-1.7550473751527624,43.614835533211945,0.08627382055014321,0.1396788159801925,0.12177002656042094,0.12574289409512093,ns,ns,ns
ARHGAP35,3.226768519673717,3.4115780434471144,-0.18480952377339754,-1.7536672653486196,43.614835533211945,0.08651301755053309,0.14004830068823923,0.11066077900276512,0.11555439064500811,ns,ns,ns
C18orf25,2.415988817608772,2.5966936845243787,-0.18070486691560683,-1.7533739137572961,43.614835533211945,0.08656393181665556,0.14011293596367663,0.1051664002722037,0.11051539080617799,ns,ns,ns
PYM1,4.003755710555413,3.802901655238154,0.20085405531725886,1.7530065943585473,43.614835533211945,0.08662771927129387,0.1401983888155851,0.1335999161135435,0.13659231210483855,ns,ns,ns
CDKN2C,3.0518231448616437,3.39804931938601,-0.3462261745243662,-1.7527062059746483,43.614835533211945,0.08667991289220267,0.14026505889027543,0.4273620228369401,0.4060071597198909,ns,ns,ns
SPATA5L1,2.2225807046204826,2.4129741160051044,-0.19039341138462174,-1.752006164511947,43.614835533211945,0.08680164970101245,0.14044423225539351,0.11864332444135073,0.12287533576929457,ns,ns,ns
DLST,4.590690520847595,4.773214323056325,-0.18252380220873032,-1.7518911305347682,43.614835533211945,0.08682166769861466,0.14045880098445168,0.10781271800434034,0.11294237942120697,ns,ns,ns
LYPD5,3.9372801928483563,3.207322915813382,0.7299572770349743,1.7518177354117286,43.614835533211945,0.08683444179548716,0.1404616484294581,1.9544695704721966,1.8065467045473755,ns,ns,ns
UGGT2,2.717112036849956,2.463842556118673,0.2532694807312832,1.7514857054633954,43.614835533211945,0.08689224975622167,0.14051951066967983,0.22188779670078898,0.21756281629946359,ns,ns,ns
AMN1,1.6825715972408826,1.8334607070693472,-0.1508891098284646,-1.7515230335945058,43.614835533211945,0.08688574915150249,0.14051951066967983,0.06885944580742523,0.07721758833056729,ns,ns,ns
AFF4,3.8107507018004805,3.617389514019541,0.19336118778093958,1.7510795287450023,43.614835533211945,0.08696301072073709,0.14057398472191607,0.12299901402743071,0.12687002201110165,ns,ns,ns
GAB1,2.546596235323831,2.8160579784773097,-0.2694617431534785,-1.7510034170519644,43.614835533211945,0.08697627566319865,0.14057398472191607,0.2533382515293684,0.24640663005602853,ns,ns,ns
CCPG1,3.039176718030856,3.262486603691012,-0.22330988566015586,-1.7511350190408137,43.614835533211945,0.08695334079358519,0.14057398472191607,0.16915796665199395,0.16920328046341335,ns,ns,ns
NQO1,3.7728634782639214,3.285174924207348,0.4876885540565734,1.7510162301071954,43.614835533211945,0.08697404245255647,0.14057398472191607,0.8647213961593,0.8071178074849783,ns,ns,ns
STK35,2.5999873881681843,2.7913995577810473,-0.191412169612863,-1.7509760329384372,43.614835533211945,0.08698104865056377,0.14057398472191607,0.12024034300782996,0.1243399920468707,ns,ns,ns
TUFM,5.625129435916352,5.441459510500838,0.18366992541551408,1.7508976443352893,43.614835533211945,0.08699471281125382,0.14057825297540802,0.10950570995117095,0.11449505472183162,ns,ns,ns
CYTIP,2.367465668528963,1.935779370422217,0.43168629810674597,1.7502097744787553,43.614835533211945,0.08711469443936593,0.14075430104969386,0.6748441800867921,0.6329777803578145,ns,ns,ns
THG1L,2.1561569056401146,1.9671259920007107,0.18903091363940394,1.7500339280112152,43.614835533211945,0.08714538860793009,0.14078605788154705,0.1170304520247267,0.12139613962247355,ns,ns,ns
HLA-DQA1,4.644302124855191,5.263274405166556,-0.6189722803113655,-1.7498279918569686,43.614835533211945,0.08718134643964537,0.14082630920136763,1.4042377634902412,1.3019185886733964,ns,ns,ns
MGAT4A,2.1722521944956488,1.8969704677675228,0.275281726728126,1.749396500625288,43.614835533211945,0.08725672787022676,0.14091237818526045,0.2655849260497084,0.2576382895320932,ns,ns,ns
TULP4,2.4084171542449164,2.5600708227927726,-0.15165366854785622,-1.7494103358759185,43.614835533211945,0.0872543100105796,0.14091237818526045,0.06992040228894253,0.07819061181539452,ns,ns,ns
ABHD16B,1.0065472513829392,0.7842193701148789,0.22232788126806036,1.7492654035947717,43.614835533211945,0.08727964127022592,0.1409315352138758,0.16793003133639509,0.16807711749561877,ns,ns,ns
PLEKHF1,2.7342704195543197,2.998519242228491,-0.26424882267417127,-1.7489309997993625,43.614835533211945,0.08733811178199158,0.14100809463928834,0.24365612187756147,0.23752696373750337,ns,ns,ns
PLEKHJ1,4.1082241421914025,3.9029881626641045,0.205235979527298,1.7487611164613257,43.614835533211945,0.08736782841165058,0.14102036650218705,0.140925288678767,0.14331055141553856,ns,ns,ns
RPSAP58,1.569244258983276,1.21272996953221,0.356514289451066,1.7487980745039462,43.614835533211945,0.08736136285413676,0.14102036650218705,0.45616281839481126,0.4324209202724807,ns,ns,ns
MAST2,2.939320886541833,3.173442015642794,-0.2341211291009606,-1.747758611885927,43.614835533211945,0.08754336218506009,0.1412858134581209,0.18823876165239106,0.186702642565437,ns,ns,ns
FBXL6,2.707793645680208,2.91533574765434,-0.20754210197413192,-1.7475608772296347,43.614835533211945,0.08757801931459386,0.14132386186498994,0.1446762380448165,0.14675061883314305,ns,ns,ns
FBL,6.046874844183603,6.336369236023141,-0.28949439183953807,-1.7471516721712734,43.614835533211945,0.08764977742138136,0.14141889756474096,0.29614028012919447,0.28566118926878364,ns,ns,ns
ETFA,5.114955573566171,4.885762823299334,0.2291927502668365,1.7470985824291925,43.614835533211945,0.08765909082171075,0.14141889756474096,0.17990566963237312,0.17906020446551807,ns,ns,ns
PYGL,4.915880076173396,4.403506353481089,0.5123737226923071,1.7470105404261462,43.614835533211945,0.08767453763004496,0.14142592694105277,0.9605270605751279,0.8949830150406721,ns,ns,ns
YJU2,3.2092937331330043,3.3897511878571938,-0.1804574547241895,-1.746843216334723,43.614835533211945,0.08770390059683364,0.14145539955879846,0.10573688365000948,0.11103859202505809,ns,ns,ns
SIGIRR,3.2102596038768207,3.454122317929761,-0.24386271405294035,-1.7461498740996992,43.614835533211945,0.08782565964048672,0.14163386916984408,0.20593956114232642,0.20293638438611317,ns,ns,ns
GOLPH3,4.723426080085752,4.572339495544405,0.15108658454134716,1.7460582826718225,43.614835533211945,0.08784175471390387,0.14164191400511014,0.06960920434355936,0.0779052062266047,ns,ns,ns
ADAM15,5.744211569132741,5.9466746950420415,-0.2024631259093006,-1.7458778865846651,43.614835533211945,0.08787346234834437,0.14167512836010565,0.13723412562372425,0.13992531516744405,ns,ns,ns
PEX13,2.6244377217640587,2.4591702482451656,0.16526747351889304,1.7452267267212869,43.614835533211945,0.08798799406369628,0.1418239242030231,0.08640029172093351,0.09330463366646108,ns,ns,ns
ZFYVE19,2.929750938908187,3.100084956068052,-0.17033401715986507,-1.745264706907786,43.614835533211945,0.08798131035631407,0.1418239242030231,0.09272900909305484,0.09910882143399455,ns,ns,ns
SPARCL1,5.8815043166256995,6.373500636588236,-0.4919963199625368,-1.7451198873135998,43.614835533211945,0.08800679780564757,0.14183630638385233,0.8863999659980241,0.8269996385855141,ns,ns,ns
DCP2,2.462712240683638,2.2792006069105355,0.18351163377310264,1.744990004853304,43.614835533211945,0.0880296616413383,0.14185522806570472,0.11013589247618931,0.1150730071706386,ns,ns,ns
COX6B1,7.6692327953964,7.452381582132867,0.21685121326353318,1.7445756289232346,43.614835533211945,0.08810263936194906,0.14195489068641015,0.1599509568270268,0.16075935562691485,ns,ns,ns
B3GALT4,2.066081036919875,2.245400927211792,-0.17931989029191664,-1.7443954066107104,43.614835533211945,0.08813439491781838,0.14198811753245805,0.10455101135447364,0.10995100585761027,ns,ns,ns
GSDMC,2.7373927755834377,3.3759133651162814,-0.6385205895328436,-1.7441866683131864,43.614835533211945,0.08817118698433735,0.14202944898462222,1.5051071168560477,1.394427802231243,ns,ns,ns
MGA,1.9524039796315786,2.1149672567101176,-0.16256327707853901,-1.7440117012787553,43.614835533211945,0.0882020364212508,0.1420432593105457,0.08323539215246312,0.09040204372908953,ns,ns,ns
TMEM216,2.3824296878296845,2.6040032990798325,-0.22157361125014807,-1.7440423318646978,43.614835533211945,0.08819663511770326,0.1420432593105457,0.16778053320121786,0.16794000989601462,ns,ns,ns
PRKD3,2.6992302015727025,2.9465831645608556,-0.247352962988153,-1.7438217834796208,43.614835533211945,0.08823553210266066,0.142061323179552,0.21292711410340237,0.20934480287551,ns,ns,ns
SCLT1,1.788572249210045,1.6197654786188975,0.16880677059114757,1.7438476844726278,43.614835533211945,0.08823096333625169,0.142061323179552,0.0909723873346299,0.09749779001594659,ns,ns,ns
MBNL1,4.71296434772833,4.930636132831976,-0.21767178510364626,-1.7434520170314922,43.614835533211945,0.08830077801549141,0.14214842489668794,0.16150777548902984,0.1621871438030895,ns,ns,ns
KCTD11,4.033794653572417,3.671232543986629,0.36256210958578805,1.742837037751557,43.614835533211945,0.08840938126089704,0.14230529335103115,0.4756366959434482,0.45028078589899023,ns,ns,ns
HSDL2,3.3751741138169122,3.781899988113597,-0.4067258742966846,-1.7426699743634468,43.614835533211945,0.08843890332018378,0.142334847809478,0.6026511488188901,0.5667681703613002,ns,ns,ns
TAF6,3.5694259106141333,3.363810051655361,0.20561585895877244,1.7410858002092169,43.614835533211945,0.08871925426476257,0.14275004962459517,0.14289015089014995,0.14511256413654194,ns,ns,ns
SMYD3,2.8811786659814196,2.575091107906844,0.30608755807457566,1.7410225284662295,43.614835533211945,0.08873046682146679,0.14275004962459517,0.33532584578139873,0.32159902113093997,ns,ns,ns
TEX2,3.1277930205004902,3.359359699877247,-0.23156667937675657,-1.7410766492343874,43.614835533211945,0.08872087586068722,0.14275004962459517,0.1853522562888799,0.18405537327899146,ns,ns,ns
NFE2L1,5.528669438066987,5.769303104956073,-0.24063366688908605,-1.740817938262238,43.614835533211945,0.0887667308916682,0.14276592216910217,0.20144026823484174,0.1988099967911779,ns,ns,ns
GNL3,4.831102924702216,4.557113247848313,0.27398967685390296,1.7407774051357212,43.614835533211945,0.08877391694510939,0.14276592216910217,0.26571669190990443,0.2577591345231015,ns,ns,ns
CD109,3.8441429871177384,3.5448240461233183,0.29931894099442014,1.740846951974984,43.614835533211945,0.08876158739455953,0.14276592216910217,0.32005633989880905,0.30759506518713065,ns,ns,ns
EVI5,2.2593287304053846,2.105740421122131,0.15358830928325373,1.739808220740738,43.614835533211945,0.08894588659491465,0.14302444732630773,0.07307741500519176,0.08108596856972204,ns,ns,ns
BIN1,3.6876098183987485,3.4034932972555167,0.2841165211432317,1.7396437288682443,43.614835533211945,0.08897510116715046,0.14305338693704864,0.2872704746715214,0.27752652100810077,ns,ns,ns
ST3GAL6,2.221710013802397,2.403759146438964,-0.1820491326365672,-1.7394501918746512,43.614835533211945,0.08900948453789925,0.14309062855311094,0.1089317266579218,0.11396864366354657,ns,ns,ns
AFAP1L2,2.7481992073896526,3.0551758397499076,-0.30697663236025496,-1.7393739438267461,43.614835533211945,0.08902303364469688,0.14309437207850004,0.33803480123354446,0.32408345599722105,ns,ns,ns
CYYR1,2.7050004452650396,2.9514307096680543,-0.24643026440301474,-1.7374795251068595,43.614835533211945,0.08936021990891296,0.14358206935849402,0.21288436504841868,0.20930559689941397,ns,ns,ns
PSMC1,5.859239954242172,5.641762508347664,0.21747744589450768,1.737525817220086,43.614835533211945,0.08935196774144272,0.14358206935849402,0.16239836982742178,0.1630039249075041,ns,ns,ns
WDFY2,2.965829787747402,3.208843921018,-0.24301413327059818,-1.7375639084379515,43.614835533211945,0.08934517796577923,0.14358206935849402,0.20657926174281244,0.2035230660440081,ns,ns,ns
ABCF3,3.908899722737843,4.0633107130983035,-0.1544109903604607,-1.7368116598889674,43.614835533211945,0.08947934620176601,0.14375536685703225,0.07433573929296486,0.0822400018452252,ns,ns,ns
EPOP,1.3025721773663463,1.0494988104102816,0.25307336695606475,1.7356760023172235,43.614835533211945,0.08968221579878066,0.14404499975841936,0.22585511560976007,0.22120132036393503,ns,ns,ns
AXIN1,2.9972370669732444,3.161655581786269,-0.1644185148130246,-1.7357303186260422,43.614835533211945,0.0896725042210349,0.14404499975841936,0.08646259449275306,0.09336177273032122,ns,ns,ns
TNFAIP8L2,2.1492185060043556,1.855343019639535,0.2938754863648205,1.7351728318085213,43.614835533211945,0.08977222269060592,0.14417140863534786,0.31008618090567974,0.29845124164980497,ns,ns,ns
HAT1,3.958972362532184,3.6844418615569587,0.27453050097522524,1.7349136839052084,43.614835533211945,0.08981860828565003,0.14422774004871503,0.26873787617656325,0.26052992040797157,ns,ns,ns
EIF2AK3,2.3412494743464705,2.5075573255623897,-0.1663078512159193,-1.7345295001491994,43.614835533211945,0.0898874111225485,0.14432004960919814,0.08895984323902158,0.09565204732678682,ns,ns,ns
TRAM2,3.323757695465758,3.008093781232606,0.3156639142331521,1.7341907692135203,43.614835533211945,0.08994811029411331,0.14439932660886545,0.36055515594473997,0.3447373041072722,ns,ns,ns
MOSPD2,2.173300816527611,2.392598786508835,-0.21929796998122386,-1.7340451061990438,43.614835533211945,0.08997422299252023,0.14442306681228576,0.16611274315610255,0.16641044774155428,ns,ns,ns
HSD17B2,0.5924047299867371,0.9401771243451795,-0.3477723943584424,-1.7336340215735084,43.614835533211945,0.09004795130736531,0.14452322212721241,0.44120671378298937,0.41870439062932013,ns,ns,ns
SMC1A,3.132531531292243,2.864986633785353,0.2675448975068897,1.7335689317805656,43.614835533211945,0.090059629819365,0.14452377741114406,0.25488364778922457,0.24782394252868878,ns,ns,ns
NOLC1,4.045280579043747,3.739663871968748,0.3056167070749991,1.7329850778854314,43.614835533211945,0.0901644421987835,0.14467377093118847,0.33749804477653844,0.3235911863825875,ns,ns,ns
PDCD6IP,4.852176226345631,4.639983938619417,0.21219228772621435,1.732650764263504,43.614835533211945,0.09022450327977638,0.14475192984362664,0.15481816539736648,0.1560519744187461,ns,ns,ns
HIRA,2.982708578090253,2.8203078683516365,0.16240070973861664,1.732317024342228,43.614835533211945,0.09028449451232712,0.144829957046001,0.08437105877590105,0.0914435853142441,ns,ns,ns
C19orf47,2.8134803572420313,2.6485733742553212,0.16490698298671003,1.731190672097632,43.614835533211945,0.09048720653473552,0.14513688151647366,0.08760612807900915,0.09441052925756784,ns,ns,ns
HERC3,2.4827385328006577,2.678042157191355,-0.19530362439069737,-1.7300250806909105,43.614835533211945,0.09069737923048926,0.14545569382877635,0.12924828994546084,0.13260135250140823,ns,ns,ns
DNTTIP1,3.815405752241765,3.5799451977391357,0.23546055450262937,1.72887923042509,43.614835533211945,0.09090438813962431,0.14576935269013314,0.19509642152511203,0.19299193361870626,ns,ns,ns
PLA2G4C,2.212646997914581,2.4768696509193906,-0.2642226530048095,-1.7285302175125596,43.614835533211945,0.09096751874102016,0.14584427267486785,0.24975314395494044,0.24311865931800025,ns,ns,ns
CHST14,2.9842137465905565,2.677916374081679,0.30629737250887734,1.7284944986683035,43.614835533211945,0.09097398173987092,0.14584427267486785,0.3409153258724036,0.32672524024667965,ns,ns,ns
WWC2,2.311173899599867,2.1202690940993145,0.19090480550055267,1.727356459498465,43.614835533211945,0.09118009960795725,0.14615633613628443,0.12323585681430985,0.12708723506164613,ns,ns,ns
PSMB1,6.479968284482312,6.2732062529998505,0.20676203148246142,1.7271232680615096,43.614835533211945,0.09122238238311087,0.14617506294588267,0.1472564336369872,0.14911696556872198,ns,ns,ns
KLHL17,1.751074501730207,1.9494572368181584,-0.19838273508795146,-1.7271023922263713,43.614835533211945,0.09122616842988163,0.14617506294588267,0.1343485280156653,0.1372788784008887,ns,ns,ns
ERV3-1,2.1414076164021507,2.5208054939799083,-0.37939787757775756,-1.7272102684305866,43.614835533211945,0.09120660538131542,0.14617506294588267,0.5320648616613982,0.5020321361247463,ns,ns,ns
CTIF,3.1601494097903493,3.485885271594502,-0.3257358618041528,-1.7268390778428166,43.614835533211945,0.09127393441561993,0.14620894906789245,0.3883404514854322,0.3702197301680416,ns,ns,ns
FBXO6,2.3049142266577847,2.5266563775879534,-0.2217421509301687,-1.7267962229722993,43.614835533211945,0.09128171038018973,0.14620894906789245,0.17174077726239828,0.17157202548223846,ns,ns,ns
SLC19A1,2.053373700350534,1.7955398587757871,0.257833841574747,1.726885217057049,43.614835533211945,0.09126556312675049,0.14620894906789245,0.23756972679006072,0.23194501437271345,ns,ns,ns
FDX1,2.167193803129869,2.364305922447631,-0.19711211931776207,-1.7266909577420972,43.614835533211945,0.0913008129681685,0.14622118143702786,0.13250767480958034,0.13559059671088147,ns,ns,ns
PRSS22,1.2992458879104247,2.0406530090169155,-0.7414071211064908,-1.725953698095509,43.614835533211945,0.09143469743392618,0.1464172145121623,2.0781089416763385,1.9199387370451182,ns,ns,ns
PANK1,1.257654543716625,1.5235932933032819,-0.26593874958665675,-1.7248028123087413,43.614835533211945,0.09164402168193564,0.14673398725796927,0.2543697148530462,0.24735260480161012,ns,ns,ns
EEF1B2,8.196913694311878,7.93030275082194,0.26661094348993775,1.7243496581883255,43.614835533211945,0.09172655105821947,0.146847690891975,0.2558773627910361,0.24873529756617818,ns,ns,ns
CCR7,1.3917827481319693,1.036404159588846,0.3553785885431233,1.7239898246167025,43.614835533211945,0.09179212870512754,0.14693423087441843,0.46674407938560386,0.442125197141974,ns,ns,ns
AKR1A1,5.460226250719367,5.199460441629957,0.26076580908940983,1.723913390558314,43.614835533211945,0.09180606340046205,0.1469380931910257,0.24424696745930227,0.23806883952313224,ns,ns,ns
AIFM2,2.2337820295022004,2.645377083168262,-0.41159505366606153,-1.7231315079486142,43.614835533211945,0.09194870947016343,0.1471479347312077,0.6319699460098537,0.593657000120741,ns,ns,ns
GLRX,4.969809138957138,4.576127031403749,0.3936821075533885,1.7217022125466337,43.614835533211945,0.09220994523022275,0.1475474819976199,0.5778370432739385,0.5440106794831735,ns,ns,ns
CYB5R2,3.612484604246041,3.2679073702201284,0.34457723402591256,1.7207281608030471,43.614835533211945,0.09238832816364373,0.1478143707277567,0.4396045778231577,0.417235041092407,ns,ns,ns
