gene,mean_DFU,mean_Control,log2FC,t,df,P_value,adj_P_value,var_pooled,var_post,status_relaxed,status_standard,status_strict
RAD23B,5.030604421921665,4.841674255774324,0.18893016614734126,1.7194540168176164,43.614835533211945,0.0926221012165982,0.1481698014068335,0.12163439852286899,0.12561850702737773,ns,ns,ns
CDK17,3.1858350345732513,3.0194941207468484,0.16634091382640293,1.7190814279019007,43.614835533211945,0.09269055459794617,0.1482607102455296,0.09088494797011601,0.0974175977020746,ns,ns,ns
TRANK1,1.655764593312481,1.9177128613791723,-0.26194826806669136,-1.718796925575895,43.614835533211945,0.09274285268294125,0.1483257587491284,0.24816830800247175,0.24166517594878117,ns,ns,ns
HABP4,2.737687313274981,2.9579765795360395,-0.2202892662610587,-1.7178207152834581,43.614835533211945,0.0929224889946636,0.14859442033215609,0.17123173851565235,0.17110517630991198,ns,ns,ns
EFNB3,1.1646225900120386,1.41054633285863,-0.24592374284659146,-1.717708867303356,43.614835533211945,0.09294308902059334,0.14860872796885993,0.21720927422833292,0.21327205384191086,ns,ns,ns
ZNF234,1.2715850609699344,1.4584769861655262,-0.18689192519559183,-1.71736966916219,43.614835533211945,0.0930055853161047,0.1486900124779094,0.11902051009789424,0.12322125995030526,ns,ns,ns
CCDC61,2.3050561707373616,2.4780498084343376,-0.17299363769697607,-1.7170993540021344,43.614835533211945,0.09305541509959347,0.14873318963203078,0.09981678127488343,0.10560915288789297,ns,ns,ns
TRAPPC11,2.9758111798339635,3.1330382438133872,-0.15722706397942376,-1.717096627422453,43.614835533211945,0.09305591782905775,0.14873318963203078,0.07978356785909982,0.08723630963777576,ns,ns,ns
FAM104B,2.2101321048553126,2.3996943943764424,-0.18956228952112975,-1.716894432429473,43.614835533211945,0.09309320502732543,0.14877009895282223,0.12296392857669307,0.126837844473061,ns,ns,ns
FRS2,2.1388489882629487,2.3278425378160166,-0.1889935495530679,-1.716844899497417,43.614835533211945,0.093102341389671,0.14877009895282223,0.12214322681502313,0.12608516318777221,ns,ns,ns
SERPINB2,4.45927949948882,3.5640438800440184,0.8952356194448012,1.7164811005871605,43.614835533211945,0.09316946701111517,0.1488586838323122,3.070714283611094,2.830276084234153,ns,ns,ns
NAB1,3.832444826811128,4.074528326243693,-0.24208349943256513,-1.716417946267816,43.614835533211945,0.09318112389503241,0.1488586838323122,0.21034239093495133,0.20697430381311385,ns,ns,ns
NUDT21,3.92808412656695,3.683582493506328,0.24450163306062178,1.7162923439348936,43.614835533211945,0.09320431089336134,0.14887707625539043,0.21490714279515427,0.2111607250657878,ns,ns,ns
PTPMT1,3.4917131311391496,3.3168906241419585,0.17482250699719115,1.7161510269504245,43.614835533211945,0.09323040464394827,0.14890010650272667,0.10239442941621257,0.10797316330757349,ns,ns,ns
ATRAID,5.120100875598784,5.3324000619298815,-0.2122991863310979,-1.7158531821964664,43.614835533211945,0.09328542063229861,0.14896931747103734,0.1583408337781857,0.1592826809778817,ns,ns,ns
DGKQ,2.1932620405743926,2.37715990140685,-0.1838978608324573,-1.7150900031331835,43.614835533211945,0.09342651322959283,0.14916789107585185,0.11509616534149718,0.11962216830323599,ns,ns,ns
TRAF3IP1,2.0083041614425743,2.187007707037057,-0.17870354559448254,-1.7150540635649243,43.614835533211945,0.09343316191593387,0.14916789107585185,0.10783708468344466,0.11296472656873731,ns,ns,ns
TONSL,1.302727967786317,1.0996490541941553,0.2030789135921618,1.7139472693068534,43.614835533211945,0.09363810709267661,0.1494576695560582,0.14393626280678098,0.146071973386942,ns,ns,ns
ZNF511,3.7153800895179505,3.51333587865059,0.20204421086736035,1.7139757437297074,43.614835533211945,0.09363282980981613,0.1494576695560582,0.1423121466705834,0.14458246540981268,ns,ns,ns
AGRN,4.215139412316553,3.844654762201736,0.3704846501148169,1.7137055013440514,43.614835533211945,0.09368292489794161,0.1495104919563821,0.5149060332118955,0.48629544631291693,ns,ns,ns
FOXP1,3.0299931718757085,2.8160955221110755,0.213897649764633,1.7134901859973906,43.614835533211945,0.09372285402685354,0.14955550017573363,0.16145261012663575,0.1621365505939489,ns,ns,ns
SLC25A40,2.097840874739892,2.307009589855071,-0.2091687151151791,-1.7133794871521923,43.614835533211945,0.09374338805719651,0.14956955184454235,0.1537438246983563,0.15506667601202198,ns,ns,ns
SPRTN,2.0542146212480157,1.9121312835100104,0.1420833377380053,1.712918736381326,43.614835533211945,0.09382889491501811,0.1496872525458126,0.06272195115054727,0.07158877457318938,ns,ns,ns
GPM6B,2.3084009390083082,2.0120717502581122,0.296329188750196,1.712698034230946,43.614835533211945,0.09386987608774788,0.14973389990582223,0.32428395007096855,0.31147228734832877,ns,ns,ns
SIPA1L3,2.526325979832211,2.816664807440908,-0.29033882760869734,-1.7113109185162003,43.614835533211945,0.0941277833736276,0.1501265159284483,0.31122047893127947,0.29949152806770146,ns,ns,ns
SNPH,1.3370867711612142,1.1533814712054373,0.1837052999557769,1.7112353561328193,43.614835533211945,0.09414184960019312,0.1501301748094614,0.11541019718010248,0.11991017290971091,ns,ns,ns
RGP1,3.1855139332342,3.017481035518102,0.16803289771609808,1.7108187537706694,43.614835533211945,0.09421943303321201,0.15023511246218463,0.09410639205469509,0.10037204569684097,ns,ns,ns
TICAM1,3.0705057549648984,2.7736217834484855,0.2968839715164129,1.7107328420316077,43.614835533211945,0.09423543888282038,0.15024184924023107,0.3263404509612808,0.31335834365478554,ns,ns,ns
FASTKD5,2.667502589792465,2.4909145427070345,0.1765880470854304,1.7105550455884413,43.614835533211945,0.0942685705429247,0.15025963320978605,0.10557159525161622,0.11088700287299776,ns,ns,ns
PQBP1,4.495876469869321,4.668793708934475,-0.17291723906515344,-1.7105465278801872,43.614835533211945,0.09427015802646421,0.15025963320978605,0.10059826964439007,0.10632587082109396,ns,ns,ns
MCM8,1.3448870246665086,1.1512234492347082,0.19366357543180035,1.7104796643625177,43.614835533211945,0.09428262045072566,0.15026071714672637,0.13009780482851588,0.13338045885150154,ns,ns,ns
PARP14,2.9377282047498103,3.2446689544355394,-0.30694074968572904,-1.7104076273596132,43.614835533211945,0.09429604866934671,0.1502633398325851,0.3500196358031563,0.33507497704559064,ns,ns,ns
NTHL1,2.625610210921351,2.8220779729215795,-0.19646776200022842,-1.7098962793704073,43.614835533211945,0.0943914132333834,0.15039651336398532,0.13444212816451526,0.13736472088792837,ns,ns,ns
BZW2,4.355151051030898,4.124422465528547,0.23072858550235065,1.7095697984924567,43.614835533211945,0.09445234257043622,0.15043520346557587,0.19131369164676537,0.18952271968532694,ns,ns,ns
RABEPK,3.4576894894609387,3.2706732386918786,0.18701625076906003,1.7095133526444573,43.614835533211945,0.09446288005585601,0.15043520346557587,0.12043872315461175,0.12452193027440865,ns,ns,ns
MX2,2.689360312501674,3.078914359668018,-0.3895540471663441,-1.709530920462892,43.614835533211945,0.09445960033671019,0.15043520346557587,0.5737621329750413,0.5402735012968252,ns,ns,ns
MT1L,2.7748938254567217,2.4170192525756975,0.3578745728810242,1.7096415563558696,43.614835533211945,0.0944389479979364,0.15043520346557587,0.4817798723316101,0.4559148104808176,ns,ns,ns
SMPDL3A,3.332072845340113,3.7485233632657,-0.4164505179255866,-1.709179414356455,43.614835533211945,0.09452524063362122,0.15051571904115013,0.6581951179612233,0.617708606993269,ns,ns,ns
RBFA,2.6834792117199777,2.823116176460385,-0.13963696474040743,-1.7090743749364197,43.614835533211945,0.09454486304731402,0.15052816959330784,0.06039665434409649,0.06945620039009509,ns,ns,ns
MRPL33,5.324907911551713,5.09028514283166,0.23462276872005283,1.7088187339883882,43.614835533211945,0.09459263344554736,0.15056663184361777,0.19853602024747893,0.19614645540498946,ns,ns,ns
GADD45A,4.027305308506872,4.377853775465553,-0.35054846695868136,-1.70883062470706,43.614835533211945,0.09459041104025556,0.15056663184361777,0.4620879150963164,0.4378549398019074,ns,ns,ns
SCLY,1.8733629870813662,1.7033481734384823,0.17001481364288384,1.7083478309061788,43.614835533211945,0.0946806812325851,0.1506879730137474,0.09702766896625069,0.10305120463516242,ns,ns,ns
ZCCHC17,3.7018976131065493,3.522536401496776,0.17936121160977336,1.7078105121492961,43.614835533211945,0.09478123017473838,0.15081035912893806,0.10980015951204666,0.11476510004680043,ns,ns,ns
GPC4,1.6221455835632872,1.951541662379531,-0.3293960788162438,-1.7078348377468313,43.614835533211945,0.09477667619146857,0.15081035912893806,0.40670158802630907,0.38705907973009157,ns,ns,ns
TXNRD3,2.0657119284609693,2.237223086307136,-0.17151115784616655,-1.7074834760877917,43.614835533211945,0.09484247205139362,0.1508889778033212,0.09913006402770838,0.10497935136391187,ns,ns,ns
FIBIN,2.3043328321406564,2.6135215305404285,-0.30918869839977203,-1.7070094086812588,43.614835533211945,0.09493130574994457,0.15101146840826282,0.356868278708086,0.3413559984652078,ns,ns,ns
RIOK3,4.125727588335619,4.351752319383225,-0.22602473104760623,-1.7068410926755044,43.614835533211945,0.09496286243569596,0.1510428267201834,0.18360822673261984,0.18245589041043217,ns,ns,ns
HEBP2,4.5873315748542325,4.987332949250995,-0.4000013743967621,-1.7067175113290618,43.614835533211945,0.09498603758976931,0.15106084765959946,0.6078329678100077,0.571520515683957,ns,ns,ns
PXDC1,4.288820027905706,4.544729633315685,-0.255909605409979,-1.706539107148202,43.614835533211945,0.09501950191345232,0.15109522542422163,0.23978514654557853,0.23397681821049776,ns,ns,ns
CENPBD1P1,3.0889912890144253,2.902414598653649,0.18657669036077618,1.7056701212010426,43.614835533211945,0.09518264247327779,0.15133577352720504,0.12041089802657404,0.12449641131720289,ns,ns,ns
RSAD2,1.2529344911608655,1.654570597843094,-0.4016361066822285,-1.705262231671649,43.614835533211945,0.09525929831939606,0.15143877230955596,0.6140097346338512,0.5771853466969181,ns,ns,ns
TRA2A,4.34683152183255,4.550195627581154,-0.2033641057486033,-1.7045870111601416,43.614835533211945,0.09538630687227379,0.15162178381429733,0.1461428570802759,0.1480956832063356,ns,ns,ns
EP300-AS1,0.8787092501380971,1.0946337826335761,-0.21592453249547905,-1.70442336768109,43.614835533211945,0.09541710922103008,0.15165184370585702,0.16674077029829476,0.16698642344753992,ns,ns,ns
CHMP7,3.4213723501003726,3.23475290884029,0.18661944126008256,1.7042137712318324,43.614835533211945,0.09545657326022106,0.15169566090811204,0.12070532694382918,0.1247664377095124,ns,ns,ns
SNF8,4.9240203867900725,4.681826447222133,0.24219393956793933,1.7038016547849386,43.614835533211945,0.09553420837758098,0.1517812083517242,0.2139059929578857,0.2102425513984757,ns,ns,ns
EXOC4,3.6863920041171743,3.8184650040501977,-0.13207299993302346,-1.7038444258091063,43.614835533211945,0.09552614867570686,0.1517812083517242,0.05283070177244973,0.06251732055331533,ns,ns,ns
FDX2,3.0076749035077754,2.7562059200633864,0.25146898344438906,1.7036359826541652,43.614835533211945,0.0955654326803681,0.15179407805891929,0.23184836529115618,0.226697844294956,ns,ns,ns
CCDC69,3.377788874096983,3.8389281133881226,-0.46113923929113954,-1.7036323677883445,43.614835533211945,0.09556611407002769,0.15179407805891929,0.8158889987812282,0.7623326817074095,ns,ns,ns
SRD5A1,2.613711154897324,2.9658768244804885,-0.3521656695831643,-1.7033729419285635,43.614835533211945,0.09561502545386591,0.15183394591123794,0.46959574321842135,0.4447405125941174,ns,ns,ns
ARL4D,3.6913176970399193,4.166215069156744,-0.47489737211682437,-1.7033949012262362,43.614835533211945,0.09561088450968191,0.15183394591123794,0.8664740856239016,0.8087252325211378,ns,ns,ns
NUMB,4.3802396462655375,4.201152572968752,0.17908707329678553,1.703124543218877,43.614835533211945,0.09566187724284347,0.15188943233042615,0.1101053720166775,0.11504501627337743,ns,ns,ns
POLR2B,4.178849980539337,4.355852745434891,-0.1770027648955539,-1.7029602643200057,43.614835533211945,0.09569287319704967,0.15191973258831998,0.10722609450274412,0.11240437578604523,ns,ns,ns
GUF1,2.522314971134901,2.7113058623481567,-0.18899089121325563,-1.701455079338597,43.614835533211945,0.09597725723320893,0.15235224813232678,0.12463756826332795,0.12837277144566,ns,ns,ns
NCBP1,2.9471100306645868,2.783889521428401,0.16322050923618558,1.7012438598154298,43.614835533211945,0.09601722020158454,0.152358791742044,0.08909301789623983,0.09577418435249388,ns,ns,ns
ERBIN,3.4572277268912814,3.7025232945701068,-0.24529556767882532,-1.7012836733154193,43.614835533211945,0.09600968638952656,0.152358791742044,0.22051170596586128,0.21630077716245497,ns,ns,ns
ZNF691,1.6367460629082493,1.832045404643675,-0.19529934173542562,-1.7013589148546273,43.614835533211945,0.09599544995215958,0.152358791742044,0.13415498795734682,0.13710137911106918,ns,ns,ns
DNAJB14,2.6382202435794415,2.427210999264827,0.21100924431461454,1.7008124596639553,43.614835533211945,0.09609888439952718,0.15246940442238993,0.15928464761455768,0.16014827070195922,ns,ns,ns
NAT10,3.157511421921451,3.3433550111756687,-0.18584358925421762,-1.7004613668769606,43.614835533211945,0.09616538882559067,0.152555940252862,0.12017259921734809,0.12427786292071107,ns,ns,ns
BET1L,4.217071802476233,4.0134612321594485,0.2036105703167843,1.6998932626800776,43.614835533211945,0.09627308052903327,0.1527077855704927,0.14742965009238987,0.14927582569352585,ns,ns,ns
NEMF,3.053899454097412,3.2573810654873405,-0.20348161138992849,-1.69953020974416,43.614835533211945,0.0963419543145021,0.15279802802796236,0.14729299557649703,0.14915049722286017,ns,ns,ns
RPL39L,2.7228386075621,2.4506482379856367,0.27219036957646336,1.6990126420745453,43.614835533211945,0.09644021118616264,0.15293484372757177,0.2758417195364201,0.26704499104667423,ns,ns,ns
CDS1,1.9240775546804816,2.4461133589050092,-0.5220358042245277,-1.6985315637126757,43.614835533211945,0.09653161516585329,0.15306075944425301,1.0563303248603169,0.9828460213906436,ns,ns,ns
MTX2,3.7476903730333317,3.5607573515587303,0.18693302147460145,1.6984047290815192,43.614835533211945,0.09655572544634228,0.15307995606877214,0.12209822978678239,0.12604389555239942,ns,ns,ns
SLC44A3-AS1,1.8379415414479374,1.5499625498327643,0.28797899161517315,1.6979371413708524,43.614835533211945,0.09664465330576033,0.15320189727885167,0.31101451756629916,0.2993026369599283,ns,ns,ns
ZNF117,1.5994263164106364,1.977289559089782,-0.3778632426791457,-1.697837908527839,43.614835533211945,0.09666353455441845,0.15321278351634335,0.5465949526713374,0.5153579605441686,ns,ns,ns
GOLIM4,3.468177706257181,3.1957366804671277,0.27244102579005336,1.6971188407663067,43.614835533211945,0.0968004443638002,0.1534107203891567,0.27702965716684363,0.2681344713722565,ns,ns,ns
SFRP4,3.9557043196259203,3.1220667796209507,0.8336375400049696,1.696924596375182,43.614835533211945,0.09683745582303915,0.15345030741938598,2.7226786902794182,2.511085983822881,ns,ns,ns
RASD1,3.316155992505303,3.89217050457477,-0.5760145120694671,-1.6967326929240152,43.614835533211945,0.09687403273548467,0.15348919610829123,1.2921777588969767,1.1991462148026453,ns,ns,ns
PDLIM3,3.460844355208269,2.9909934735964754,0.46985088161179345,1.6964525709506664,43.614835533211945,0.09692744467142678,0.15355474557698207,0.8549116518781009,0.7981211033486262,ns,ns,ns
C2CD2L,2.536285532474644,2.761325779313057,-0.22504024683841317,-1.6961844081258592,43.614835533211945,0.09697859913479112,0.1536167028649846,0.18436482505244575,0.18314978120293537,ns,ns,ns
KDM1A,4.2144319924120115,4.037904208180805,0.1765277842312063,1.6960763242380663,43.614835533211945,0.09699922341995482,0.15363029014837104,0.10756076818684043,0.11271131142388936,ns,ns,ns
ATXN7L2,1.3950332166491077,1.5550449096889238,-0.1600116930398161,-1.6959223001986563,43.614835533211945,0.09702862015465219,0.1536386879603029,0.08565818424676722,0.09262403270571579,ns,ns,ns
KIF26A,1.4811271577067349,1.7156670674804246,-0.23453990977368977,-1.6959746582149904,43.614835533211945,0.09701862637665726,0.1536386879603029,0.20163438265388794,0.19898802283820807,ns,ns,ns
SOD2,6.270394220365786,5.464668165075019,0.8057260552907666,1.6956107318692835,43.614835533211945,0.09708810802624024,0.15369471718702107,2.5463673437761933,2.3493874751867847,ns,ns,ns
SREK1,2.924776270964857,3.1561182559594427,-0.23134198499458591,-1.6956609101917934,43.614835533211945,0.09707852542037276,0.15369471718702107,0.19583610195305107,0.19367030868892818,ns,ns,ns
PINK1-AS,1.3725715671035912,1.533160827155773,-0.16058926005218188,-1.6954365763263823,43.614835533211945,0.0971213727603304,0.15372829425499485,0.08644688029127504,0.09334736093554001,ns,ns,ns
B3GNT8,2.3274504135263228,2.0120483148624575,0.31540209866386526,1.694581892194552,43.614835533211945,0.09728475915541868,0.15396780013763395,0.37767981460408895,0.3604426561508986,ns,ns,ns
LNPK,2.7172599229251473,2.536321076485232,0.1809388464399153,1.693596922776228,43.614835533211945,0.09747333353296073,0.15424710541578956,0.11415771614809614,0.11876149859585035,ns,ns,ns
NDUFB4,5.82798676045224,5.60079461318322,0.2271921472690197,1.6931546852913817,43.614835533211945,0.09755809906093482,0.15436208899802753,0.18893136105675484,0.18733783872829898,ns,ns,ns
RAC3,2.2515723967850647,2.545127581279648,-0.2935551844945832,-1.6913805130160378,43.614835533211945,0.0978987751366327,0.15488191034827897,0.3264094928895248,0.31342166332791965,ns,ns,ns
RAB34,4.777758128790547,4.444064077163129,0.3336940516274174,1.6912231159913436,43.614835533211945,0.09792904590380913,0.15491058328098212,0.4263373079828211,0.40506737412483695,ns,ns,ns
